query_id,query_text,cluster_type,n_relevant,best_relevant_rank,best_relevant_rr,best_relevant_score,best_relevant_iou_all,best_relevant_iou_content,max_relevant_iou_all,max_relevant_iou_content,mean_relevant_iou_content,top1_doc_id,top1_is_relevant,top1_score,top1_iou_all,top1_iou_content,best_lexical_doc_id,best_lexical_doc_is_relevant,best_lexical_doc_dense_rank,best_lexical_iou_content,source_path
moral_unique_0036,To do the right thing at the right season is a great art.,singleton,1,31,0.03225806451612903,0.310059,0.06097560975609756,0.0,0.06097560975609756,0.0,0.0,fable_0645,0,0.455811,0.046153846153846156,0.0,fable_0440,0,56,0.06896551724137931,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0045,Consider carefully before changing your situation.,near,3,2,0.5,0.522461,0.0,0.0,0.023809523809523808,0.0,0.0,fable_0324,0,0.532715,0.020833333333333332,0.020833333333333332,fable_0378,0,79,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0047,Better no rule than cruel rule.,singleton,1,2,0.5,0.59668,0.008771929824561403,0.0,0.008771929824561403,0.0,0.0,fable_0552,0,0.614746,0.01098901098901099,0.016260162601626018,fable_0158,0,368,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0049,Greed often overreaches itself.,near,2,9,0.1111111111111111,0.570801,0.0,0.0,0.0,0.0,0.0,fable_0235,0,0.816406,0.0,0.0,fable_0235,0,1,0.0,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0059,"If you allow men to use you for your own purposes, they will use you for theirs.",singleton,1,2,0.5,0.459717,0.041237113402061855,0.02,0.041237113402061855,0.02,0.02,fable_0452,0,0.470947,0.03361344537815126,0.0,fable_0550,0,624,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0064,Youth's first duty is reverence to parents.,singleton,1,7,0.14285714285714285,0.319336,0.03278688524590164,0.0,0.03278688524590164,0.0,0.0,fable_0119,0,0.384277,0.021505376344086023,0.0,fable_0528,0,234,0.02631578947368421,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0070,Yield to all and you will soon have nothing to yield.,singleton,1,7,0.14285714285714285,0.390869,0.047058823529411764,0.024390243902439025,0.047058823529411764,0.024390243902439025,0.024390243902439025,fable_0513,0,0.505371,0.05454545454545454,0.0,fable_0640,0,659,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0075,Try to please all and you end by pleasing none.,near,3,1,1.0,0.81543,0.028708133971291867,0.0078125,0.06172839506172839,0.025,0.010937500000000001,fable_0078,1,0.81543,0.028708133971291867,0.0078125,fable_0610,0,94,0.07142857142857142,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0078,Be sure of your pedigree before you boast of it.,singleton,1,1,1.0,0.586914,0.014925373134328358,0.0,0.014925373134328358,0.0,0.0,fable_0081,1,0.586914,0.014925373134328358,0.0,fable_0519,0,5,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0083,"Those who would mend others, should first mend themselves.",near,2,1,1.0,0.773438,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,fable_0087,1,0.773438,0.017543859649122806,0.0,fable_0087,1,1,0.0,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0086,"Regardless of our wishes, or even our intent, it is to our Nature alone that we will be faithful.",singleton,1,48,0.020833333333333332,0.365723,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,fable_0593,0,0.653809,0.03225806451612903,0.0,fable_0418,0,660,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0095,A bribe in hand betrays mischief at heart.,singleton,1,1,1.0,0.572266,0.0379746835443038,0.0,0.0379746835443038,0.0,0.0,fable_0099,1,0.572266,0.0379746835443038,0.0,fable_0464,0,650,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0099,Everyone is more or less master of his own fate.,exact,2,1,1.0,0.504883,0.046511627906976744,0.0,0.046511627906976744,0.0,0.0,fable_0103,1,0.504883,0.046511627906976744,0.0,fable_0656,0,366,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0102,He who incites to strife is worse than he who takes part in it.,singleton,1,1,1.0,0.493652,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,fable_0106,1,0.493652,0.038461538461538464,0.0,fable_0640,0,198,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0110,Do not say anything at any time that you would not say at all times.,singleton,1,11,0.09090909090909091,0.401367,0.07042253521126761,0.029411764705882353,0.07042253521126761,0.029411764705882353,0.029411764705882353,fable_0626,0,0.51709,0.05454545454545454,0.0,fable_0418,0,627,0.09523809523809523,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0115,Some things you cannot change.,exact,2,2,0.5,0.650391,0.0,0.0,0.024390243902439025,0.0,0.0,fable_0088,0,0.671875,0.016666666666666666,0.03125,fable_0640,0,344,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0116,"Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating.",near,3,1,1.0,0.608887,0.049019607843137254,0.0,0.058823529411764705,0.01,0.0033333333333333335,fable_0121,1,0.608887,0.049019607843137254,0.0,fable_0309,0,316,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0121,Sometimes a small sacrifice results in a greater good.,singleton,1,13,0.07692307692307693,0.401611,0.0410958904109589,0.02631578947368421,0.0410958904109589,0.02631578947368421,0.02631578947368421,fable_0625,0,0.559082,0.038461538461538464,0.0,fable_0656,0,8,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0126,Success leads many astray to their ruin.,singleton,1,12,0.08333333333333333,0.381592,0.025,0.022727272727272728,0.025,0.022727272727272728,0.022727272727272728,fable_0504,0,0.44458,0.029411764705882353,0.0,fable_0233,0,283,0.034482758620689655,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0131,Foolish people disregard important business in favour of frivolities.,singleton,1,1,1.0,0.45459,0.025974025974025976,0.0,0.025974025974025976,0.0,0.0,fable_0136,1,0.45459,0.025974025974025976,0.0,fable_0493,0,187,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0137,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,singleton,1,1,1.0,0.456055,0.036231884057971016,0.0,0.036231884057971016,0.0,0.0,fable_0143,1,0.456055,0.036231884057971016,0.0,fable_0373,0,467,0.03571428571428571,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0143,Work honestly and you won't be scorned.,singleton,1,48,0.020833333333333332,0.354248,0.025157232704402517,0.01098901098901099,0.025157232704402517,0.01098901098901099,0.01098901098901099,fable_0175,0,0.527344,0.02,0.0070921985815602835,fable_0700,0,255,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0146,Brag and nature may bring you down.,near,6,1,1.0,0.768555,0.03773584905660377,0.0,0.044444444444444446,0.0,0.0,fable_0154,1,0.768555,0.03773584905660377,0.0,fable_0272,0,200,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0151,Do not take credit for the accomplishments of others.,singleton,1,4,0.25,0.425781,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,fable_0178,0,0.469971,0.022123893805309734,0.0,fable_0191,0,200,0.0196078431372549,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0154,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,near,2,1,1.0,0.633301,0.05,0.0273972602739726,0.05,0.0273972602739726,0.0136986301369863,fable_0690,1,0.633301,0.05,0.0273972602739726,fable_0157,0,20,0.08695652173913043,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0157,Be true to your roots.,singleton,1,80,0.0125,0.265381,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,fable_0596,0,0.56543,0.025,0.0,fable_0658,0,106,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0163,Some men underrate their best blessings.,singleton,1,68,0.014705882352941176,0.294189,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,fable_0054,0,0.606934,0.011111111111111112,0.0,fable_0550,0,117,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0170,Seize opportunities when they arise.,singleton,1,1,1.0,0.71875,0.0,0.0,0.0,0.0,0.0,fable_0179,1,0.71875,0.0,0.0,fable_0228,0,383,0.03571428571428571,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0180,Learn from past misfortunes.,singleton,1,99,0.010101010101010102,0.278076,0.011627906976744186,0.0,0.011627906976744186,0.0,0.0,fable_0068,0,0.675293,0.010752688172043012,0.0,fable_0170,0,497,0.03225806451612903,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0186,"Evil wishes, like chickens, come home to roost.",near,3,7,0.14285714285714285,0.507812,0.010309278350515464,0.0,0.02127659574468085,0.020833333333333332,0.006944444444444444,fable_0349,0,0.603516,0.018518518518518517,0.0,fable_0478,0,280,0.1,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0188,Beware of empty promises made during good times.,singleton,1,119,0.008403361344537815,0.243164,0.0297029702970297,0.0196078431372549,0.0297029702970297,0.0196078431372549,0.0196078431372549,fable_0497,0,0.445068,0.007462686567164179,0.0,fable_0370,0,421,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0195,Men feel worst when they contribute to their own undoing.,singleton,1,132,0.007575757575757576,0.291992,0.015625,0.0,0.015625,0.0,0.0,fable_0032,0,0.599121,0.0273972602739726,0.0,fable_0693,0,542,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0200,Evil tendencies are shown in early life.,singleton,1,2,0.5,0.449219,0.016129032258064516,0.0,0.016129032258064516,0.0,0.0,fable_0165,0,0.531738,0.011904761904761904,0.0,fable_0473,0,15,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0207,Anything which is done at the wrong time is liable to be ridiculed.,singleton,1,114,0.008771929824561403,0.27002,0.05,0.0,0.05,0.0,0.0,fable_0645,0,0.510254,0.045454545454545456,0.02857142857142857,fable_0385,0,648,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0209,"Better poverty without care, than riches with.",near,2,3,0.3333333333333333,0.655273,0.029411764705882353,0.02857142857142857,0.029411764705882353,0.02857142857142857,0.014285714285714285,fable_0447,0,0.793457,0.019230769230769232,0.01694915254237288,fable_0158,0,479,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0214,"When you are besieged by powerful people, you are subject to vicious attacks by anyone and everyone.",singleton,1,16,0.0625,0.390625,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,fable_0578,0,0.439209,0.04285714285714286,0.0,fable_0184,0,301,0.08333333333333333,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0216,"Unity is strength, while division invites defeat.",near,4,1,1.0,0.889648,0.009900990099009901,0.0,0.02564102564102564,0.015873015873015872,0.003968253968253968,fable_0511,1,0.889648,0.009900990099009901,0.0,fable_0618,0,93,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0221,Jealousy can lead people to foolishly imitate their betters.,singleton,1,2,0.5,0.598145,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,fable_0264,0,0.63916,0.0,0.0,fable_0063,0,25,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0223,People who grasp for more than they need are deprived of what they have.,near,5,1,1.0,0.866211,0.0,0.0,0.03773584905660377,0.023809523809523808,0.0047619047619047615,fable_0235,1,0.866211,0.0,0.0,fable_0638,0,151,0.07142857142857142,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0230,One bad turn deserves another.,singleton,1,23,0.043478260869565216,0.392822,0.014285714285714285,0.023809523809523808,0.014285714285714285,0.023809523809523808,0.023809523809523808,fable_0339,0,0.653809,0.008695652173913044,0.0,fable_0158,0,406,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0234,A discerning person is made wise by the misfortunes of his neighbours.,near,3,1,1.0,0.752441,0.05154639175257732,0.0,0.05970149253731343,0.0,0.0,fable_0068,1,0.752441,0.05154639175257732,0.0,fable_0407,0,375,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0237,The penalty for speaking and for keeping silent is one and the same.,singleton,1,107,0.009345794392523364,0.351318,0.025477707006369428,0.0,0.025477707006369428,0.0,0.0,fable_0382,0,0.589844,0.0425531914893617,0.0,fable_0188,0,115,0.03571428571428571,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0243,An alliance made with the high and mighty can never be trusted.,singleton,1,13,0.07692307692307693,0.423828,0.03488372093023256,0.0,0.03488372093023256,0.0,0.0,fable_0296,0,0.551758,0.038834951456310676,0.0,fable_0641,0,37,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0248,"The useful is of much more importance and value, than the ornamental.",singleton,1,6,0.16666666666666666,0.439697,0.04411764705882353,0.0,0.04411764705882353,0.0,0.0,fable_0153,0,0.55127,0.045871559633027525,0.015873015873015872,fable_0249,0,133,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0255,Vanity betrays every fraud.,singleton,1,160,0.00625,0.266357,0.0,0.0,0.0,0.0,0.0,fable_0580,0,0.655762,0.0,0.0,fable_0374,0,101,0.03333333333333333,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0264,Good will is worth nothing unless it is accompanied by good acts.,singleton,1,44,0.022727272727272728,0.321289,0.0,0.0,0.0,0.0,0.0,fable_0499,0,0.485596,0.028985507246376812,0.0,fable_0656,0,262,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0270,A death-bed flattery is the worst of treacheries.,singleton,1,125,0.008,0.240234,0.07142857142857142,0.023255813953488372,0.07142857142857142,0.023255813953488372,0.023255813953488372,fable_0044,0,0.539062,0.03333333333333333,0.0,fable_0672,0,160,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0274,It is a foolish man who wants to rival his superiors.,near,2,4,0.25,0.556641,0.06,0.0,0.075,0.0,0.0,fable_0688,0,0.684082,0.08196721311475409,0.0,fable_0610,0,152,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0278,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,singleton,1,1,1.0,0.682617,0.052980132450331126,0.0,0.052980132450331126,0.0,0.0,fable_0294,1,0.682617,0.052980132450331126,0.0,fable_0527,0,148,0.07692307692307693,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0281,There is danger lurking in the words of a wicked person.,near,6,2,0.5,0.634766,0.05263157894736842,0.0,0.1111111111111111,0.022222222222222223,0.004664318497171523,fable_0405,0,0.641113,0.06666666666666667,0.0,fable_0589,0,233,0.07142857142857142,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0285,Wicked liars generally get their just consequences.,singleton,1,1,1.0,0.631348,0.028169014084507043,0.05128205128205128,0.028169014084507043,0.05128205128205128,0.05128205128205128,fable_0301,1,0.631348,0.028169014084507043,0.05128205128205128,fable_0661,0,429,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0289,A life of greed and hoarding wealth leads to misery.,exact,3,18,0.05555555555555555,0.418457,0.05970149253731343,0.0,0.06756756756756757,0.023809523809523808,0.012767425810904072,fable_0181,0,0.594727,0.03614457831325301,0.0,fable_0684,0,436,0.038461538461538464,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0292,Benefits are refused by those who don't understand them.,singleton,1,149,0.006711409395973154,0.257812,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,fable_0674,0,0.467773,0.03896103896103896,0.0,fable_0657,0,266,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0298,Some can do wrong more easily than others can see it.,singleton,1,3,0.3333333333333333,0.476562,0.0,0.0,0.0,0.0,0.0,fable_0550,0,0.494141,0.05660377358490566,0.0,fable_0666,0,334,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0307,"Instead of looking at how things start, we should look instead at how they turn out in the end.",singleton,1,166,0.006024096385542169,0.185059,0.042105263157894736,0.0,0.042105263157894736,0.0,0.0,fable_0304,0,0.479736,0.04081632653061224,0.0,fable_0055,0,38,0.08888888888888889,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0313,One cannot circumvent his destiny.,singleton,1,13,0.07692307692307693,0.401611,0.0,0.0,0.0,0.0,0.0,fable_0088,0,0.544922,0.016666666666666666,0.0,fable_0088,0,1,0.0,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0314,False confidence often leads into danger.,near,2,1,1.0,0.663086,0.0,0.0,0.014705882352941176,0.0,0.0,fable_0330,1,0.663086,0.0,0.0,fable_0214,0,446,0.04,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0324,Some people will do anything to get what they want.,singleton,1,9,0.1111111111111111,0.351074,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,fable_0284,0,0.562012,0.020618556701030927,0.0,fable_0157,0,437,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0326,Some people are so consumed by hatred that they would rather suffer themselves than see their enemies succeed.,near,3,2,0.5,0.67041,0.056179775280898875,0.02564102564102564,0.056179775280898875,0.02564102564102564,0.008547008547008546,fable_0010,0,0.679688,0.058823529411764705,0.0,fable_0363,0,52,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0334,Those who complain about their duties often forget their own role in creating the situation.,singleton,1,1,1.0,0.644043,0.043010752688172046,0.0,0.043010752688172046,0.0,0.0,fable_0352,1,0.644043,0.043010752688172046,0.0,fable_0378,0,8,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0339,We had better bear our troubles bravely than try to escape them.,singleton,1,27,0.037037037037037035,0.446289,0.011904761904761904,0.0,0.011904761904761904,0.0,0.0,fable_0281,0,0.659668,0.017241379310344827,0.0,fable_0610,0,13,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0344,Some never understand the actions of others.,singleton,1,386,0.0025906735751295338,0.173218,0.02531645569620253,0.0,0.02531645569620253,0.0,0.0,fable_0674,0,0.436768,0.02631578947368421,0.0,fable_0439,0,138,0.03571428571428571,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0350,Coffers of cash put a stop to honest traffic in praise.,singleton,1,31,0.03225806451612903,0.356445,0.046875,0.0,0.046875,0.0,0.0,fable_0175,0,0.57373,0.024630541871921183,0.006993006993006993,fable_0020,0,483,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0351,Accept the changes in life.,near,2,3,0.3333333333333333,0.515137,0.03333333333333333,0.019230769230769232,0.03333333333333333,0.019230769230769232,0.009615384615384616,fable_0708,0,0.537109,0.0125,0.0,fable_0166,0,224,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0360,Chance sometimes rules.,singleton,1,30,0.03333333333333333,0.300781,0.0,0.0,0.0,0.0,0.0,fable_0494,0,0.639648,0.0,0.0,fable_0026,0,230,0.03225806451612903,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0369,Beware of those who appear busy but achieve little of value.,singleton,1,8,0.125,0.29541,0.014285714285714285,0.0,0.014285714285714285,0.0,0.0,fable_0096,0,0.44873,0.018518518518518517,0.0,fable_0173,0,186,0.05714285714285714,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0370,Imaginary fears are the worst.,near,2,4,0.25,0.480469,0.017543859649122806,0.0,0.022222222222222223,0.0,0.0,fable_0529,0,0.544434,0.030303030303030304,0.0,fable_0693,0,264,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0375,Easy gains often come with hidden costs and hardships.,singleton,1,1,1.0,0.478027,0.03278688524590164,0.0,0.03278688524590164,0.0,0.0,fable_0394,1,0.478027,0.03278688524590164,0.0,fable_0482,0,34,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0376,The things that a person does to others will happen to him in turn.,near,3,1,1.0,0.777344,0.078125,0.0,0.08536585365853659,0.022222222222222223,0.007407407407407408,fable_0395,1,0.777344,0.078125,0.0,fable_0436,0,328,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0381,A fool will make excuses for foolish behavior.,singleton,1,465,0.002150537634408602,0.179688,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,fable_0359,0,0.500488,0.024390243902439025,0.0,fable_0534,0,429,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0383,Those who scheme against others may ultimately fall victim to their own plots.,near,6,1,1.0,0.681152,0.01639344262295082,0.0,0.039603960396039604,0.018867924528301886,0.003144654088050314,fable_0204,1,0.681152,0.01639344262295082,0.0,fable_0315,0,7,0.03225806451612903,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0384,Do not neglect small advantages in hopes of better ones.,near,5,1,1.0,0.662598,0.022988505747126436,0.0,0.039473684210526314,0.03571428571428571,0.011490683229813664,fable_0654,1,0.662598,0.022988505747126436,0.0,fable_0631,0,38,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0390,The promises of the greedy are often empty and insincere.,singleton,1,31,0.03225806451612903,0.332764,0.05172413793103448,0.0,0.05172413793103448,0.0,0.0,fable_0413,0,0.500488,0.06060606060606061,0.0,fable_0170,0,354,0.03225806451612903,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0396,"Nobody believes people who are inherently wicked, even if they pretend to be good-natured.",singleton,1,154,0.006493506493506494,0.27417,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,fable_0355,0,0.71875,0.06201550387596899,0.028169014084507043,fable_0184,0,144,0.08,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0401,Do not let anything turn you from your purpose.,singleton,1,186,0.005376344086021506,0.244873,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,fable_0239,0,0.532715,0.050505050505050504,0.0,fable_0158,0,31,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0408,"When your adversary is also your judge, don't bother arguing.",singleton,1,100,0.01,0.359863,0.0,0.0,0.0,0.0,0.0,fable_0238,0,0.588379,0.0297029702970297,0.0,fable_0304,0,279,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0414,People often make plans that turn out to be to their own disadvantage.,singleton,1,1,1.0,0.48584,0.05063291139240506,0.0,0.05063291139240506,0.0,0.0,fable_0435,1,0.48584,0.05063291139240506,0.0,fable_0480,0,113,0.075,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0419,"A sinful mind can even change a person's nature, causing it to be impaired.",singleton,1,43,0.023255813953488372,0.3396,0.04918032786885246,0.0,0.04918032786885246,0.0,0.0,fable_0152,0,0.620117,0.06329113924050633,0.02564102564102564,fable_0376,0,42,0.07142857142857142,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0425,If often happens that even honest people do not hesitate to persecute someone who has slandered them.,singleton,1,8,0.125,0.479736,0.047058823529411764,0.0,0.047058823529411764,0.0,0.0,fable_0561,0,0.603516,0.04201680672268908,0.0,fable_0157,0,22,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0431,People often disguise their selfish desires as practical needs to justify their actions.,singleton,1,12,0.08333333333333333,0.328613,0.008264462809917356,0.0,0.008264462809917356,0.0,0.0,fable_0415,0,0.44043,0.0273972602739726,0.0,fable_0157,0,676,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0436,The bad things that strangers do to you are never as terrible as the things done to you by the members of your own family.,singleton,1,1,1.0,0.532715,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,fable_0457,1,0.532715,0.07692307692307693,0.0,fable_0184,0,132,0.08333333333333333,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0442,A change of place does not make you a saint.,singleton,1,7,0.14285714285714285,0.354492,0.04225352112676056,0.0,0.04225352112676056,0.0,0.0,fable_0141,0,0.513672,0.04,0.024390243902439025,fable_0468,0,42,0.08,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0451,Appetite blinds men to their surroundings.,singleton,1,130,0.007692307692307693,0.21875,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,fable_0660,0,0.420166,0.010752688172043012,0.0,fable_0550,0,54,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0456,People often prefer to live simply at home than to live lavishly at someone else's house.,singleton,1,4,0.25,0.455322,0.07142857142857142,0.0625,0.07142857142857142,0.0625,0.0625,fable_0252,0,0.634277,0.015151515151515152,0.013157894736842105,fable_0157,0,660,0.08695652173913043,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0458,People often make extravagant promises which they are completely unable to carry out.,near,3,1,1.0,0.680176,0.0547945205479452,0.022727272727272728,0.0547945205479452,0.022727272727272728,0.012952101661779082,fable_0480,1,0.680176,0.0547945205479452,0.022727272727272728,fable_0472,0,502,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0464,Do not believe everything you hear.,singleton,1,123,0.008130081300813009,0.307617,0.0,0.0,0.0,0.0,0.0,fable_0599,0,0.603027,0.0196078431372549,0.01694915254237288,fable_0518,0,81,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
moral_unique_0470,People adjust their beliefs based on what is profitable for them.,singleton,1,42,0.023809523809523808,0.322021,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,fable_0253,0,0.445068,0.02304147465437788,0.0,fable_0157,0,687,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_1.json
