moral_id,moral_text,relevant_fable,ranked_ids,reciprocal_rank,r_at_1,r_at_5,r_at_10,ndcg_at_10,rank,latency_s
moral_0122,There is always someone else worse off than you.,fable_0122,fable_0532|fable_0383|fable_0280|fable_0647|fable_0656|fable_0295|fable_0285|fable_0667|fable_0648|fable_0564,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0123,There is strength in restraint.,fable_0123,fable_0587|fable_0450|fable_0064|fable_0286|fable_0647|fable_0059|fable_0101|fable_0478|fable_0656|fable_0361,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0124,A discerning speaker can deftly turn the insults of his enemies into compliments.,fable_0124,fable_0386|fable_0155|fable_0447|fable_0044|fable_0407|fable_0597|fable_0299|fable_0504|fable_0047|fable_0043,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0125,Great achievements are often blocked by some small thing which prevents their realization.,fable_0125,fable_0650|fable_0088|fable_0015|fable_0604|fable_0059|fable_0309|fable_0351|fable_0261|fable_0653|fable_0078,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0126,Sometimes a small sacrifice results in a greater good.,fable_0126,fable_0383|fable_0105|fable_0654|fable_0356|fable_0501|fable_0280|fable_0560|fable_0655|fable_0526|fable_0108,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0127,Necessity is the mother of invention.,fable_0127,fable_0059|fable_0003|fable_0064|fable_0254|fable_0650|fable_0175|fable_0492|fable_0201|fable_0605|fable_0058,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0128,When people harbor a criminal they become his first victims without even realizing it.,fable_0128,fable_0383|fable_0539|fable_0687|fable_0312|fable_0128|fable_0455|fable_0280|fable_0459|fable_0299|fable_0705,0.2,0.0,1.0,1.0,0.38685280723454163,5,0.0
moral_0129,Resting the mind is essential for clear thinking.,fable_0129,fable_0016|fable_0129|fable_0012|fable_0608|fable_0551|fable_0140|fable_0127|fable_0280|fable_0130|fable_0011,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0130,It is unwise to reward when one should punish.,fable_0130,fable_0402|fable_0532|fable_0059|fable_0101|fable_0306|fable_0280|fable_0383|fable_0450|fable_0607|fable_0426,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0131,Success leads many astray to their ruin.,fable_0131,fable_0383|fable_0532|fable_0587|fable_0697|fable_0667|fable_0040|fable_0258|fable_0186|fable_0501|fable_0353,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0132,People are asking for trouble if they make fun of someone who is better than they are.,fable_0132,fable_0340|fable_0532|fable_0383|fable_0650|fable_0344|fable_0690|fable_0539|fable_0357|fable_0411|fable_0538,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0133,Experience often provides clearer insight than empty predictions.,fable_0133,fable_0555|fable_0666|fable_0554|fable_0612|fable_0056|fable_0286|fable_0568|fable_0130|fable_0575|fable_0365,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0134,A mild disposition can put a stop to vicious behaviour.,fable_0134,fable_0383|fable_0532|fable_0302|fable_0115|fable_0408|fable_0495|fable_0028|fable_0016|fable_0143|fable_0656,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0135,A mother's nurturing is stronger than a stepmother's attentions.,fable_0135,fable_0567|fable_0080|fable_0354|fable_0071|fable_0574|fable_0129|fable_0180|fable_0386|fable_0468|fable_0456,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0136,Foolish people disregard important business in favour of frivolities.,fable_0136,fable_0532|fable_0369|fable_0280|fable_0016|fable_0077|fable_0656|fable_0100|fable_0666|fable_0642|fable_0007,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0137,"The dishonest, if they act honestly, get no credit.",fable_0137,fable_0408|fable_0687|fable_0312|fable_0439|fable_0251|fable_0302|fable_0538|fable_0347|fable_0510|fable_0599,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0138,Self-help is the best help.,fable_0138,fable_0048|fable_0059|fable_0569|fable_0123|fable_0656|fable_0654|fable_0102|fable_0642|fable_0052|fable_0105,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0139,"Gratitude should be shown through kindness, not harm.",fable_0139,fable_0383|fable_0575|fable_0622|fable_0302|fable_0285|fable_0424|fable_0351|fable_0532|fable_0259|fable_0288,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0140,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",fable_0140,fable_0383|fable_0539|fable_0312|fable_0302|fable_0404|fable_0551|fable_0030|fable_0343|fable_0268|fable_0572,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0141,Changing your location does not change your state of mind.,fable_0141,fable_0105|fable_0141|fable_0371|fable_0039|fable_0477|fable_0634|fable_0146|fable_0260|fable_0131|fable_0144,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0142,Enviable conditions often have a downside.,fable_0142,fable_0383|fable_0251|fable_0532|fable_0535|fable_0364|fable_0650|fable_0102|fable_0258|fable_0050|fable_0606,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0143,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,fable_0143,fable_0581|fable_0424|fable_0386|fable_0374|fable_0253|fable_0703|fable_0643|fable_0005|fable_0532|fable_0162,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0144,Burdens can continue in unexpected ways.,fable_0144,fable_0222|fable_0019|fable_0557|fable_0680|fable_0029|fable_0398|fable_0465|fable_0248|fable_0379|fable_0272,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0145,People get themselves into trouble because of their boasting.,fable_0145,fable_0581|fable_0105|fable_0272|fable_0177|fable_0101|fable_0008|fable_0040|fable_0015|fable_0162|fable_0634,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0146,Return favors and favors will be bestowed on you.,fable_0146,fable_0355|fable_0285|fable_0430|fable_0146|fable_0250|fable_0287|fable_0570|fable_0450|fable_0656|fable_0280,0.25,0.0,1.0,1.0,0.43067655807339306,4,0.0
moral_0147,Nature and instincts can persist despite changes in form or appearance.,fable_0147,fable_0251|fable_0382|fable_0141|fable_0530|fable_0361|fable_0273|fable_0555|fable_0618|fable_0641|fable_0531,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0148,There's a time for work and a time for play.,fable_0148,fable_0150|fable_0002|fable_0149|fable_0066|fable_0656|fable_0667|fable_0568|fable_0569|fable_0515|fable_0603,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0149,Prepare for the future.,fable_0149,fable_0383|fable_0002|fable_0150|fable_0149|fable_0664|fable_0059|fable_0569|fable_0650|fable_0488|fable_0553,0.25,0.0,1.0,1.0,0.43067655807339306,4,0.0
moral_0150,Work honestly and you won't be scorned.,fable_0150,fable_0408|fable_0560|fable_0643|fable_0408|fable_0567|fable_0408|fable_0408|fable_0560|fable_0358|fable_0113,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0151,One good turn deserves another.,fable_0151,fable_0383|fable_0656|fable_0644|fable_0687|fable_0055|fable_0146|fable_0306|fable_0430|fable_0250|fable_0285,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0152,"When someone with a wicked nature changes his appearance, his behaviour remains the same.",fable_0152,fable_0116|fable_0316|fable_0685|fable_0187|fable_0152|fable_0012|fable_0108|fable_0198|fable_0530|fable_0080,0.2,0.0,1.0,1.0,0.38685280723454163,5,0.0
moral_0153,True value comes from usefulness.,fable_0153,fable_0153|fable_0656|fable_0560|fable_0150|fable_0542|fable_0286|fable_0567|fable_0650|fable_0629|fable_0555,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0154,Brag and nature may bring you down.,fable_0154,fable_0381|fable_0559|fable_0272|fable_0276|fable_0581|fable_0110|fable_0369|fable_0418|fable_0330|fable_0143,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0155,"He who does not conform to courtesy, mostly pays the penalty of his conceited behaviour.",fable_0155,fable_0391|fable_0103|fable_0108|fable_0581|fable_0201|fable_0276|fable_0530|fable_0287|fable_0380|fable_0595,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0156,Do not mock the gods.,fable_0156,fable_0150|fable_0411|fable_0586|fable_0465|fable_0322|fable_0584|fable_0528|fable_0134|fable_0156|fable_0255,0.1111111111111111,0.0,0.0,1.0,0.3010299956639812,9,0.0
moral_0157,"If people who have previously committed a crime are swiftly punished, then others will become afraid on their account.",fable_0157,fable_0670|fable_0383|fable_0406|fable_0109|fable_0456|fable_0587|fable_0701|fable_0146|fable_0402|fable_0581,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0158,Some things you cannot change.,fable_0158,fable_0555|fable_0612|fable_0023|fable_0611|fable_0003|fable_0101|fable_0368|fable_0357|fable_0285|fable_0276,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0159,Everyone thinks themselves the best.,fable_0159,fable_0550|fable_0581|fable_0461|fable_0348|fable_0125|fable_0647|fable_0669|fable_0110|fable_0448|fable_0417,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0160,Do not take credit for the accomplishments of others.,fable_0160,fable_0383|fable_0069|fable_0551|fable_0007|fable_0579|fable_0270|fable_0101|fable_0309|fable_0532|fable_0658,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0161,Those who refuse to share and respond with rudeness may face dire consequences for their actions.,fable_0161,fable_0383|fable_0532|fable_0599|fable_0149|fable_0311|fable_0101|fable_0559|fable_0319|fable_0185|fable_0630,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0162,The true leader proves himself by his qualities.,fable_0162,fable_0596|fable_0511|fable_0687|fable_0647|fable_0016|fable_0690|fable_0702|fable_0110|fable_0077|fable_0101,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0163,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,fable_0383|fable_0532|fable_0339|fable_0315|fable_0690|fable_0424|fable_0101|fable_0044|fable_0259|fable_0137,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0164,A single reliable skill is worth more than a bag of useless tricks.,fable_0164,fable_0040|fable_0164|fable_0627|fable_0359|fable_0658|fable_0075|fable_0316|fable_0521|fable_0101|fable_0339,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0165,A wicked nature does not produce a good character.,fable_0165,fable_0424|fable_0251|fable_0532|fable_0383|fable_0355|fable_0171|fable_0302|fable_0016|fable_0137|fable_0100,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0166,Be true to your roots.,fable_0166,fable_0383|fable_0702|fable_0325|fable_0178|fable_0685|fable_0142|fable_0150|fable_0653|fable_0524|fable_0141,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0167,True value is wasted on those who cannot appreciate it.,fable_0167,fable_0568|fable_0650|fable_0383|fable_0455|fable_0150|fable_0228|fable_0587|fable_0551|fable_0341|fable_0379,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0168,You should think twice before offering anything to your enemies.,fable_0168,fable_0383|fable_0422|fable_0315|fable_0302|fable_0647|fable_0484|fable_0408|fable_0575|fable_0054|fable_0698,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0169,People are often eager to treat their enemies well in the hopes of gaining something by it.,fable_0169,fable_0383|fable_0545|fable_0535|fable_0626|fable_0223|fable_0420|fable_0455|fable_0309|fable_0302|fable_0251,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0170,Self-effort is essential.,fable_0170,fable_0150|fable_0059|fable_0285|fable_0656|fable_0653|fable_0060|fable_0102|fable_0152|fable_0058|fable_0657,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0171,Be frank and open in your dealings.,fable_0171,fable_0490|fable_0408|fable_0543|fable_0619|fable_0654|fable_0687|fable_0536|fable_0640|fable_0607|fable_0586,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0172,Some men underrate their best blessings.,fable_0172,fable_0656|fable_0383|fable_0280|fable_0568|fable_0252|fable_0172|fable_0571|fable_0701|fable_0360|fable_0170,0.16666666666666666,0.0,0.0,1.0,0.3562071871080222,6,0.0
moral_0173,True friends are hard to find.,fable_0173,fable_0014|fable_0532|fable_0053|fable_0070|fable_0560|fable_0306|fable_0051|fable_0702|fable_0337|fable_0687,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0174,"Those who pretend to be what they are not, sooner or later, find themselves in deep water.",fable_0174,fable_0383|fable_0116|fable_0422|fable_0148|fable_0384|fable_0538|fable_0113|fable_0302|fable_0137|fable_0164,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0175,Honor your craft with integrity.,fable_0175,fable_0408|fable_0414|fable_0551|fable_0562|fable_0287|fable_0617|fable_0404|fable_0408|fable_0587|fable_0568,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0176,We should not call upon the gods in trivial affairs but only in dire necessity.,fable_0176,fable_0586|fable_0411|fable_0583|fable_0156|fable_0251|fable_0528|fable_0465|fable_0639|fable_0170|fable_0059,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0177,Talking is a waste of time when you can simply provide a demonstration.,fable_0177,fable_0255|fable_0586|fable_0611|fable_0244|fable_0361|fable_0108|fable_0341|fable_0357|fable_0406|fable_0587,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0178,Do not let fame get to your head.,fable_0178,fable_0532|fable_0386|fable_0380|fable_0581|fable_0358|fable_0177|fable_0694|fable_0490|fable_0661|fable_0557,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0179,Seize opportunities when they arise.,fable_0179,fable_0383|fable_0375|fable_0020|fable_0654|fable_0576|fable_0650|fable_0287|fable_0112|fable_0189|fable_0066,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0180,An invitation prompted by selfishness is not to be accepted.,fable_0180,fable_0383|fable_0539|fable_0160|fable_0422|fable_0315|fable_0705|fable_0658|fable_0064|fable_0510|fable_0338,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0181,People often grasp for more than they need and thus lose the little they have.,fable_0181,fable_0383|fable_0181|fable_0081|fable_0050|fable_0019|fable_0497|fable_0507|fable_0258|fable_0655|fable_0355,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0182,Expect no reward for serving the wicked.,fable_0182,fable_0383|fable_0532|fable_0459|fable_0301|fable_0312|fable_0306|fable_0455|fable_0577|fable_0528|fable_0348,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0183,Do not attempt the impossible.,fable_0183,fable_0340|fable_0555|fable_0146|fable_0647|fable_0304|fable_0060|fable_0341|fable_0330|fable_0256|fable_0141,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0184,Good things happen less often.,fable_0184,fable_0184|fable_0569|fable_0103|fable_0286|fable_0560|fable_0556|fable_0548|fable_0666|fable_0706|fable_0013,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0185,Expectations can lead to disappointment when reality does not match our desires.,fable_0185,fable_0378|fable_0077|fable_0568|fable_0694|fable_0321|fable_0320|fable_0497|fable_0019|fable_0360|fable_0334,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0186,Intent matters more than the outcome.,fable_0186,fable_0532|fable_0383|fable_0406|fable_0255|fable_0538|fable_0484|fable_0545|fable_0644|fable_0302|fable_0375,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0187,Those who seek to please everybody please nobody.,fable_0187,fable_0078|fable_0540|fable_0384|fable_0379|fable_0649|fable_0307|fable_0563|fable_0312|fable_0110|fable_0527,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0188,Precautions are useless after the crisis.,fable_0188,fable_0706|fable_0188|fable_0288|fable_0553|fable_0574|fable_0194|fable_0195|fable_0042|fable_0094|fable_0568,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0189,Do not always stick to the same course.,fable_0189,fable_0383|fable_0341|fable_0461|fable_0071|fable_0375|fable_0285|fable_0302|fable_0199|fable_0519|fable_0103,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0190,He that is neither one thing nor the other has no friends.,fable_0190,fable_0014|fable_0053|fable_0372|fable_0539|fable_0251|fable_0074|fable_0353|fable_0355|fable_0694|fable_0280,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0191,Learn from past misfortunes.,fable_0191,fable_0383|fable_0532|fable_0539|fable_0306|fable_0280|fable_0648|fable_0284|fable_0653|fable_0587|fable_0265,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0192,Hunger sharpens the wits.,fable_0192,fable_0280|fable_0150|fable_0556|fable_0149|fable_0002|fable_0656|fable_0547|fable_0247|fable_0284|fable_0660,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0193,Sometimes one man toils while another profits.,fable_0193,fable_0532|fable_0666|fable_0669|fable_0353|fable_0656|fable_0280|fable_0059|fable_0383|fable_0149|fable_0655,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0194,Don't take your friends for foes.,fable_0194,fable_0383|fable_0532|fable_0146|fable_0001|fable_0457|fable_0459|fable_0302|fable_0207|fable_0118|fable_0390,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0195,What is valued in one group may be dismissed by another.,fable_0195,fable_0383|fable_0533|fable_0599|fable_0540|fable_0450|fable_0170|fable_0306|fable_0280|fable_0532|fable_0252,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0196,Pretenders will be found out.,fable_0196,fable_0383|fable_0251|fable_0538|fable_0115|fable_0170|fable_0113|fable_0402|fable_0255|fable_0040|fable_0137,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0197,"Evil wishes, like chickens, come home to roost.",fable_0197,fable_0383|fable_0530|fable_0658|fable_0102|fable_0532|fable_0459|fable_0398|fable_0424|fable_0508|fable_0258,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0198,No piece of luck can conceal a depraved nature.,fable_0198,fable_0383|fable_0128|fable_0474|fable_0168|fable_0344|fable_0137|fable_0354|fable_0105|fable_0554|fable_0353,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0199,Beware of empty promises made during good times.,fable_0199,fable_0064|fable_0170|fable_0702|fable_0562|fable_0333|fable_0538|fable_0066|fable_0662|fable_0567|fable_0320,0.0,0.0,0.0,0.0,0.0,,0.0
