model_alias,model_id,experiment_id,run_id,status,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,summary_generator,summary_prompt_variant,folds,epochs,batch_size,gradient_accumulation_steps,learning_rate,temperature,max_seq_length,lora_r,lora_alpha,lora_dropout,fn_mask_threshold,hard_negative_config,query_instruction_variant_original,query_instruction_text,old_eval_n,old_mrr_at_10,old_r_at_1,old_r_at_5,old_r_at_10,artifact_available,can_recalculate_from_artifact,needs_eval_rerun,needs_cluster_aware_retrain,needs_training_rerun,next_action,notes,source_file
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_02,2026-04-21_08-36-22_raw_all_folds_evaluate,completed,MORABLES,,raw,raw,raw,,,5,10,4,4,0.0001,,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,Linq MORABLES 5fold,finetuning/ft_02_linq_5fold_cv/results/2026-04-21_08-36-22_raw_all_folds_evaluate.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-22_18-47-48_basic_tau005_fable_plus_summary_fold0,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=basic; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",142,0.373676,0.246479,0.535211,0.605634,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-22_18-47-48_basic_tau005_fable_plus_summary_fold0.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_10-22-49_basic_tau005_fable_plus_summary_fold0,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=basic; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",142,0.390771,0.274648,0.507042,0.612676,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_10-22-49_basic_tau005_fable_plus_summary_fold0.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_11-34-49_basic_tau005_fable_plus_summary_fold0,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=basic; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",142,0.437873,0.309859,0.584507,0.654930,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_11-34-49_basic_tau005_fable_plus_summary_fold0.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_13-01-04_basic_tau005_fable_plus_summary_all_folds,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0;1;2;3;4,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=basic; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.438112,0.318759,0.576869,0.658674,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_13-01-04_basic_tau005_fable_plus_summary_all_folds.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_13-43-10_basic_tau005_fable_plus_summary_fold0,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=basic; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",142,0.428353,0.288732,0.605634,0.690141,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=basic; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_13-43-10_basic_tau005_fable_plus_summary_fold0.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_18-47-07_hard_neg_based_on_adjectives_tau005_fable_plus_summary_all_folds,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0;1;2;3;4,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=hard_neg; distractor_type=based_on_adjectives; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.356028,0.252468,0.472496,0.547250,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=hard_neg; distractor_type=based_on_adjectives; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_18-47-07_hard_neg_based_on_adjectives_tau005_fable_plus_summary_all_folds.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_20-30-35_hard_neg_injected_adjectives_tau005_fable_plus_summary_all_folds,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0;1;2;3;4,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=hard_neg; distractor_type=injected_adjectives; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.431742,0.303244,0.583921,0.669958,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=hard_neg; distractor_type=injected_adjectives; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_20-30-35_hard_neg_injected_adjectives_tau005_fable_plus_summary_all_folds.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_03,2026-04-23_22-11-43_hard_neg_partial_story_tau005_fable_plus_summary_all_folds,completed,MORABLES,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0;1;2;3;4,10,4,4,0.0001,0.05,512,64,128,0.05,,mode=hard_neg; distractor_type=partial_story; tau=0.05,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.438032,0.307475,0.583921,0.669958,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,mode=hard_neg; distractor_type=partial_story; tau=0.05,finetuning/ft_03_hard_neg/results/2026-04-23_22-11-43_hard_neg_partial_story_tau005_fable_plus_summary_all_folds.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_04,2026-04-24_12-52-04_storal_augment_tau005_fable_plus_summary_fold0,completed,MORABLES+STORAL,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,0,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",142,0.420123,0.302817,0.570423,0.661972,result_json_only,no,yes,yes_if_kept,yes_for_official_clustered_cv,Rerun with cluster-aware folds if kept for final benchmark.,tau=0.05,finetuning/ft_04_storal_augment/results/2026-04-24_12-52-04_storal_augment_tau005_fable_plus_summary_fold0.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t002_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.02,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t002_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.02,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t002_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.02,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t005_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.05,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t005_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.05,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t005_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.05,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t007_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.07,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t007_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.07,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t007_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.07,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t010_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.1,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t010_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.1,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r128_t010_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.1,512,128,256,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t002_lr1e-4_fold0,completed_fold0,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.02,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",fold0,0.426241,0.288732,0.598592,0.683099,fold0_model_and_embeddings_local,partial_fold0_only,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/cache/checkpoints/r32_t002_lr1e-4/eval/Information-Retrieval_evaluation_fold_0_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t002_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.02,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t002_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.02,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t005_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.05,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t005_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.05,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t005_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.05,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t007_lr1e-4_fold0,completed_fold0,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.07,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",fold0,0.405120,0.288732,0.584507,0.647887,fold0_model_and_embeddings_local,partial_fold0_only,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/cache/checkpoints/r32_t007_lr1e-4/eval/Information-Retrieval_evaluation_fold_0_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t007_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.07,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t007_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.07,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t010_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.1,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t010_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.1,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r32_t010_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.1,512,32,64,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t002_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.02,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t002_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.02,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t002_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.02,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t005_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t005_lr2e-4_fold0,completed_fold0,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",fold0,0.410343,0.309859,0.549296,0.640845,fold0_model_and_embeddings_local,partial_fold0_only,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/cache/checkpoints/r64_t005_lr2e-4/eval/Information-Retrieval_evaluation_fold_0_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t005_lr5e-5_fold0,completed_fold0,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",fold0,0.415071,0.288732,0.598592,0.661972,checkpoint_eval_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/cache/checkpoints/r64_t005_lr5e-5/eval/Information-Retrieval_evaluation_fold_0_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t007_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.07,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t007_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.07,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t007_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.07,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t010_lr1e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0001,0.1,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t010_lr2e-4_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,0.0002,0.1,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
