status,scope,experiment_id,experiment_name,run_id,run_date,result_level,task_direction,retrieval_backend,retrieval_model,retrieval_model_id,generator_model,generator_model_id,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,corpus_type,instruction_variant,prompt_variant,folds,eval_n,MRR@10,R@1,R@5,R@10,NDCG@10,Mean_Rank,Median_Rank,R@50,NDCG@50,notes,source_file
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.318651,0.22426,0.423131,0.492243,0.351636,77.44,11,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.318431,0.222849,0.409027,0.490832,0.349858,71.53,11,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.309028,0.210155,0.404795,0.488011,0.342085,78.77,12,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.319882,0.215797,0.435825,0.507757,0.356025,72.1,9,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.32116,0.221439,0.431594,0.513399,0.359012,77.91,10,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__raw__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,raw,raw,raw fable text only,default,,,709,0.165869,0.110014,0.214386,0.272214,0.182002,159.2,66,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,raw,raw,raw fable text only,generic,,,709,0.145494,0.090268,0.19323,0.263752,0.164559,167.13,73,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.300152,0.205924,0.393512,0.503526,0.340064,78.47,10,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.29177,0.200282,0.385049,0.472496,0.325487,84.84,14,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.289746,0.198872,0.394922,0.459803,0.322476,102.89,15,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-en-ICL__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-en-ICL,BAAI/bge-en-icl,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.296334,0.207334,0.393512,0.466855,0.329608,104.51,15,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.263634,0.177715,0.344147,0.424542,0.291455,90.91,17,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.20214,0.12835,0.272214,0.356841,0.229868,118.74,38,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.257381,0.174894,0.338505,0.407616,0.28382,97.97,22,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.194008,0.118477,0.270804,0.338505,0.219039,128.42,41,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.249424,0.157969,0.344147,0.425952,0.281983,91.82,19,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.205809,0.12835,0.284908,0.35402,0.232587,119.13,40,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__raw__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,raw,raw,raw fable text only,default,,,709,0.089027,0.047955,0.105783,0.165021,0.097116,174.58,104,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,raw,raw,raw fable text only,generic,,,709,0.063235,0.029619,0.080395,0.112835,0.066037,210.65,150,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.276119,0.191819,0.358251,0.428773,0.303554,97.09,19,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.216154,0.141044,0.297602,0.362482,0.242337,123.57,37,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.235532,0.157969,0.310296,0.351199,0.254573,130.83,37,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,BGE-M3__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,BGE-M3,BAAI/bge-m3,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.223197,0.163611,0.277856,0.325811,0.239316,148.57,50,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.170442,0.101551,0.228491,0.304654,0.192585,133.03,52,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.186593,0.122708,0.245416,0.310296,0.206436,132.88,48,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.166489,0.107193,0.205924,0.296192,0.186806,136.56,53,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.174436,0.111425,0.232722,0.308886,0.196667,135.67,53,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.168909,0.100141,0.22708,0.296192,0.189824,132.87,56,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.178844,0.108604,0.244006,0.299013,0.198192,132.6,52,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__raw__default,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,raw,raw,raw fable text only,default,,,709,0.086715,0.049365,0.107193,0.142454,0.090771,195.52,121,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,raw,raw,raw fable text only,generic,,,709,0.084113,0.045134,0.105783,0.149506,0.089904,193.88,120,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.252476,0.169252,0.330042,0.407616,0.280529,107.87,23,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.25494,0.173484,0.341326,0.411848,0.284209,107.94,25,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.224454,0.157969,0.279267,0.331453,0.240507,135.27,42,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,E5-base-v2__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,E5-base-v2,intfloat/e5-base-v2,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.226524,0.1622,0.280677,0.338505,0.243629,132.94,40,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.232844,0.143865,0.330042,0.400564,0.26319,93.36,24,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.229554,0.146685,0.320169,0.382228,0.255551,93.48,25,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.220395,0.141044,0.296192,0.365303,0.245007,104.41,28,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.215036,0.133992,0.28914,0.366714,0.241146,104.13,27,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.21802,0.133992,0.301834,0.377997,0.245736,96.64,26,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.214098,0.132581,0.280677,0.369535,0.240606,96.73,29,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__raw__default,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,raw,raw,raw fable text only,default,,,709,0.083859,0.040903,0.110014,0.166432,0.094272,185,117,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,raw,raw,raw fable text only,generic,,,709,0.085339,0.045134,0.105783,0.167842,0.095606,186.94,118,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.236561,0.150917,0.318759,0.392102,0.263671,98.03,23,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.230136,0.148096,0.306065,0.401975,0.261106,98.15,23,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.242335,0.167842,0.308886,0.370945,0.263705,120.37,30,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Instructor-base__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Instructor-base,hkunlp/instructor-base,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.235009,0.163611,0.301834,0.363893,0.256606,120.87,34,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.207749,0.12835,0.279267,0.373766,0.236004,92.41,25,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.348126,0.234133,0.465444,0.572638,0.392168,48.5,7,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.21106,0.12835,0.291961,0.379408,0.239991,94.66,23,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.359747,0.251058,0.468265,0.578279,0.402914,49.32,6,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.212461,0.12835,0.293371,0.392102,0.245284,96.75,25,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.35024,0.235543,0.48237,0.572638,0.394522,49.71,6,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__raw__default,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,raw,raw,raw fable text only,default,,,709,0.095004,0.053597,0.121298,0.167842,0.10238,184.74,113,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,raw,raw,raw fable text only,generic,,,709,0.210713,0.141044,0.283498,0.361072,0.237089,111.25,35,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.229335,0.142454,0.314528,0.404795,0.260116,92.64,19,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.349903,0.236953,0.468265,0.572638,0.393896,51.11,7,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.230353,0.156559,0.296192,0.377997,0.255277,108.15,27,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Linq-Embed-Mistral__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.303064,0.210155,0.400564,0.489422,0.339095,87.61,12,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.229506,0.149506,0.313117,0.372355,0.254968,122.15,33,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.218152,0.149506,0.282087,0.344147,0.239164,135.55,39,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.21465,0.141044,0.291961,0.362482,0.241249,126.3,37,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.201914,0.135402,0.262341,0.332863,0.224402,136.81,45,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
