query_idx,moral_text,gt_fable_idx,gt_fable_title,gt_moral_category,gt_themes,gt_rank,gt_score,top1_fable_idx,top1_fable_title,top1_moral_category,top1_themes,top1_score,score_gap
24,Nature reveals itself.,24,The Cat and Venus,nature,nature|transformation|instinct|love,7,0.4687,147,Zeus And Prometheus,nature,nature|creation|fate|transformation,0.6552,0.1865
434,The greatest gifts are often overlooked in favor of envying others.,434,Zeus And Man,wisdom,divine gifts|speech and reason|human exceptionalism|gratitude,21,0.4924,638,"The monkey, donkey and mole",contentment,ingratitude|perspective|complaint|suffering,0.6762,0.1838
251,The penalty for speaking and for keeping silent is one and the same.,251,The Monkey And The Lion's Breath,deception,flattery|tyranny|sycophancy|cunning,341,0.3155,461,"The Wolf, The Raven And The Ram",justice,double standards|prejudice|injustice|envy,0.4980,0.1825
97,Two blacks do not make a white.,97,"The Stag, the Wolf, and the Sheep",trust,trust|deception|caution|wisdom,13,0.4284,158,The Black Man In The River,nature,nature|futility|acceptance|humor,0.6103,0.1819
223,Do not mock the gods.,223,The Sick Man And The Gods,deception,deception|divine retribution|broken promises|greed,46,0.3867,161,The Bald Man And The Gardener,pride,pride|insult|violence|consequences,0.5680,0.1813
492,People adjust their beliefs based on what is profitable for them.,492,The Statue Of Hermes And The Treasure,wisdom,prayer|force|divine indifference|materialism,162,0.2744,189,The Bat And The Weasels,wisdom,adaptability|survival|identity|cunning,0.4556,0.1812
74,The man who talks for both sides is not to be trusted by either.,74,The Man and the Satyr,trust,inconsistency|hypocrisy|trust|character,4,0.6290,453,The Ostrich,deception,ambiguity|opportunism|identity|war,0.8095,0.1805
342,He who competes with his superiors destroys himself before he can equal them.,342,The Earthworm And The Snake,ambition,envy|ambition|consequences|nature,15,0.5558,569,"Zeus and Apollo, A Contest in Archery",hubris,divine power|hubris|contest|effortless superiority,0.7358,0.1800
560,Kindness is never wasted.,560,The Magic Colours,friendship,helping others|compassion|reward for kindness|community,3,0.6115,430,The Lion And The Mouse,friendship,gratitude|unexpected help|kindness repaid|humility,0.7909,0.1793
119,We are made by our teachings in youth.,119,The Young Thief and His Mother,justice,consequences|parental responsibility|crime|justice,31,0.3623,613,Orpheus and the Dogs,nature,nature vs nurture|transformation|inborn instincts|music and art,0.5412,0.1789
195,What is valued in one group may be dismissed by another.,195,The Bees And The Beetles,friendship,hospitality|incompatibility|taste|reciprocity,13,0.4512,26,The Cock and the Pearl,contentment,value|contentment|priorities|wisdom,0.6300,0.1789
519,No one should boast when his prowess is a matter of mere circumstance.,519,The Ram And The Wolf,courage,safety|courage|situational advantage|boasting,48,0.4074,618,Aesop and the Athlete,pride,merit|real achievement|challenge|boasting,0.5862,0.1788
520,No curse weighs more heavily than a guilty conscience.,520,Socrates And The Slave,justice,justice|irony|wrongdoing|moral accountability,197,0.2974,266,The Murderer And The Nile,fate,fate|inescapable doom|retribution|danger,0.4757,0.1783
647,Putting up with one insult invites another.,647,Town-Dogs and Country-Dogs,courage,courage|self-defense|cowardice|standing firm,52,0.4485,161,The Bald Man And The Gardener,pride,pride|insult|violence|consequences,0.6264,0.1779
660,"Nothing should be condemned, since there is nothing so worthless and humble that it cannot at some time or another prove to be useful.",660,A Priest and Pears,pride,pride|humility|providence|arrogance punished,11,0.5239,704,"A Lion, Ass, and Hare",wisdom,leadership|wisdom|finding use in all|inclusion,0.7015,0.1775
9,Wit has always an answer ready.,9,The Ass's Brains,deception,deception|treachery|cunning|naivety,46,0.3852,132,Aesop And The Shipbuilders,hubris,humor|wit|nature|hubris,0.5607,0.1755
298,Do not grasp at more than you need.,298,"The Dog, The Meat And The Reflection",greed,greed|illusion|contentment|loss,9,0.5790,19,The Boy and the Filberts,greed,greed|moderation|disappointment|wisdom,0.7534,0.1744
552,Better to endure a small hardship than risk a greater one.,552,The Frogs asking for a King,contentment,discontent|tyranny|freedom|consequences of ingratitude,42,0.4793,625,A Husband-man and Ceres,hubris,ingratitude|unintended consequences|hubris|wisdom,0.6534,0.1741
419,"It is not the place, nor the condition, but the mind alone that is responsible for our happiness.",419,The Jackdaw And The String,fate,captivity|freedom|unintended consequences|flight,47,0.4071,624,A Mouse in a Chest,contentment,contentment|limited perspective|discovery|happiness,0.5807,0.1736
422,A hypocrite can usually be found out.,422,"The She-Goat, The Kid And The Wolf",wisdom,disguise|caution|deception|discernment,39,0.4883,562,The Cat and The Birds,deception,deception|predation|wariness|disguise,0.6617,0.1734
89,Vicious people cannot resist hurting others even when it is not in their own interests,89,The Scorpion and the Frog,trust,trust|betrayal|nature|fate,40,0.4851,664,A Husband and Wife twice Married,wisdom,rivalry|spite|folly|conflict,0.6568,0.1717
193,Sometimes one man toils while another profits.,193,The Lion And The Bear,wisdom,conflict|exhaustion|opportunism|futility,2,0.5850,482,The Ants And The Pigs,justice,labour|waste|vulnerability|power imbalance,0.7560,0.1711
70,"You may share the labours of the great, but you will not share the spoil.",70,The Lion's Share,justice,power|greed|bullying|injustice,44,0.4414,532,The Fox And The Lion Hunting,greed,partnership|greed|independence|consequences,0.6122,0.1708
688,We should not pick fights with people stronger than we are.,688,A Bull and a Ram,hubris,hubris|overreach|knowing one's limits|arrogance,10,0.4987,245,The Viper And The File,wisdom,futility|misguided attack|strength|ignorance,0.6691,0.1705
543,People with excellent qualities are often insulted by their inferiors.,543,The Horse And The Goats,wisdom,fear|ignorance|mockery|perspective,117,0.4394,159,The Trees And The Bramble Bush,vanity,rivalry|vanity|mediation|pride,0.6099,0.1705
685,"People should not be judged by their appearances, but by their actions.",685,A Wolfe in a Sheeps-Skin,deception,deception|hypocrisy|disguise|exposure,5,0.5487,546,The Butcher and the Ape,wisdom,appearances|judgment|inner vs outer beauty|deception,0.7176,0.1689
240,Gossips are to be seen and not heard.,240,"The Eagle, The Sow And The Cat",deception,deception|manipulation|fear|destruction,86,0.3641,239,The Cat And The Stork,wisdom,flattery|cunning|persistence|dignity,0.5326,0.1685
460,No one gladly revisits a place where they got hurt.,460,The Woman In Labour,wisdom,logic|irony|suffering|stubbornness,3,0.5253,449,The Swallow And The Nightingale,fate,grief|memory|solitude|ancestry,0.6934,0.1681
554,Avoid the gain that exposes to hazard.,554,The Man and the Ass,wisdom,wariness|sacrifice|self-preservation|irony,24,0.4869,427,The Lark In The Snare,contentment,regret|temptation|cost of desire|captivity,0.6543,0.1673
6,Clumsy jesting is no joke.,6,The Ass and the Lapdog,contentment,envy|imitation|folly|contentment,15,0.3771,218,The Farmer'S Boy And The Snails,wisdom,irony|obliviousness|dark humor|nature,0.5424,0.1654
264,"You must not act unnaturally, trying to achieve some impossible thing.",264,The Donkey And The Cricket,wisdom,imitation|nature|self-destruction|folly,11,0.5449,292,The Wolves And The Hides,greed,greed|foolishness|desire|consequences,0.7091,0.1642
607,When fools fight others run away with the prize.,607,The Mouse and The Frog,wisdom,rivalry|escalation|unexpected end|third party intervention,2,0.6535,193,The Lion And The Bear,wisdom,conflict|exhaustion|opportunism|futility,0.8174,0.1640
23,Nature reveals itself.,23,The Cat-Maiden,nature,nature|transformation|instinct|identity,4,0.4914,147,Zeus And Prometheus,nature,nature|creation|fate|transformation,0.6552,0.1638
255,"Beware of swindlers, as they often exploit the gullibility of others.",255,The Cobbler And The King,deception,fraud|exposure|gullibility|justice,43,0.4602,445,The Mice And The Weasel,wisdom,deception|wisdom|aging|camouflage,0.6221,0.1618
401,"It is often the case that people are greedy for things which they think will bring them honour, but which only result in their death and destruction.",401,Jupiter And The Hare,hubris,vanity|hubris|unintended consequences|wishes,35,0.4775,381,"The Fox, The Moon And The River",greed,illusion|obsession|greed|self-destruction,0.6386,0.1610
708,Those who adapt to the times will emerge unscathed.,708,The Elm and the Willow,hubris,flexibility|resilience|pride|hubris punished,8,0.4600,189,The Bat And The Weasels,wisdom,adaptability|survival|identity|cunning,0.6209,0.1609
484,Do not overestimate yourself.,484,The Goat And His Reflection,hubris,hubris|false courage|overconfidence|consequences,21,0.4735,569,"Zeus and Apollo, A Contest in Archery",hubris,divine power|hubris|contest|effortless superiority,0.6341,0.1606
533,The man who treats others well is rewarded by gratitude.,533,"The Snake, The Eagle And The Farmer",ingratitude,gratitude|revenge|protection|ingratitude,19,0.6219,0,Androcles,friendship,gratitude|kindness|friendship|compassion,0.7805,0.1586
461,The unjust man is envious of anyone else's good fortune.,461,"The Wolf, The Raven And The Ram",justice,double standards|prejudice|injustice|envy,13,0.5065,10,Avaricious and Envious,greed,envy|greed|spite|self-destruction,0.6649,0.1584
46,Consider carefully before changing your situation.,46,The Fox and the Hedgehog,wisdom,wisdom|pragmatism|suffering|self-interest,30,0.4671,324,The Donkey And His Masters,contentment,contentment|fate|consequences|wisdom,0.6253,0.1583
524,Love can blind even the wildest.,524,The Lion And The Farmer's Daughter,deception,love|vulnerability|deception|power,3,0.4511,495,Aphrodite And The Slave-Woman,vanity,beauty|divine disfavour|vanity|gratitude,0.6092,0.1581
522,Those who adapt to the times will emerge unscathed.,522,The Oak Tree And The Reed,pride,flexibility|humility|resilience|pride,7,0.4634,189,The Bat And The Weasels,wisdom,adaptability|survival|identity|cunning,0.6209,0.1574
405,"We should never put our trust in a wicked man, even if he seems to be completely innocuous.",405,The Hen And The Eggs,wisdom,danger|naivety|warning|future consequences,68,0.5020,620,The Fox and the Ground-Bird,deception,trust|domain advantage|cunning|caution,0.6590,0.1570
62,Abstain and enjoy.,62,The Huntsman and the Fisherman,contentment,value|novelty|satisfaction|contentment,9,0.4451,699,A Weak Young Man and a Wolfe,wisdom,exhaustion|irony|wit|consequence,0.6015,0.1564
205,People who lay traps for others should be careful not to fall into a trap themselves.,205,"The Nightingale, The Hawk And The Bird Catcher",justice,cruelty|predation|justice|retribution,13,0.5957,317,The Goat And The Donkey,deception,envy|deception|consequences|justice,0.7517,0.1560
290,It is a foolish man who wants to rival his superiors.,290,The Dog And The Lion,courage,courage|bravado|fear|wisdom,9,0.6107,569,"Zeus and Apollo, A Contest in Archery",hubris,divine power|hubris|contest|effortless superiority,0.7663,0.1556
690,"It is very unwise, even for the greatest of men, to provoke the least, as they may find a way to enact revenge.",690,An Eagle and Rabbets,justice,justice|revenge|oppression|solidarity,15,0.6036,561,The Eagle and The Beetle,justice,revenge|divine intervention|justice|respect,0.7592,0.1556
175,Honor your craft with integrity.,175,Simonides And The Twin Gods,fate,gratitude|divine justice|faith|piety,25,0.3617,254,Hermes And The Cobblers,deception,divine order|deception|craft|human nature,0.5155,0.1538
616,Greed often overreaches itself.,616,The Mouse and the Oyster,greed,greed|curiosity|self-destruction|temptation,7,0.6713,50,The Goose With the Golden Eggs,greed,greed|impatience|short-sightedness|consequences,0.8246,0.1533
102,"If men had all they wished, they would be often ruined.",102,The Tortoise and the Eagle,hubris,hubris|ambition|fate|contentment,7,0.5607,431,The Shepherd And The Lion,wisdom,vows|terror|prayer|irony,0.7131,0.1525
472,Appetite blinds men to their surroundings,472,"The Sheep, The Shepherd And His Cloak",ingratitude,ingratitude|irony|unintended harm|hypocrisy,340,0.3101,303,The Dog And The Shellfish,wisdom,assumption|wisdom|consequences|foolishness,0.4619,0.1518
300,"Men are averse to fixed rules, but are won by kind services.",300,The Dog And The Lamb Among The Goats,friendship,family|nature|nurture|gratitude,52,0.4677,584,Winter and Spring,wisdom,joy vs fear|freedom|tyranny|seasonal change,0.6187,0.1511
61,The hero is brave in deeds as well as words.,61,The Hunter and the Woodman,courage,courage|cowardice|bluster|bravado,7,0.5391,177,The Boastful Athlete,pride,boasting|pride|vanity|deception,0.6892,0.1501
362,Some never understand the actions of others.,362,The Fisherman And The River,justice,necessity|conflict|livelihood|resource sharing,78,0.3974,632,Oxen and a Piece of Timber,ingratitude,ingratitude|compulsion|forgiveness|understanding,0.5464,0.1490
142,Enviable conditions often have a downside.,142,The Rose And The Amaranth,contentment,beauty|mortality|nature|contentment,71,0.4284,576,A Wild Ass and A Tame,contentment,freedom vs comfort|envy|disillusionment|hidden costs,0.5771,0.1488
530,"Do not be what you are not, nor pretend to be what you are not",530,"The Farmers, The Donkey And The Lion Skin",deception,deception|disguise|exposure|consequences,7,0.5930,233,The Monkey And The Camel,pride,envy|imitation|humiliation|talent,0.7413,0.1483
628,Trusting as you wish to be trusted doesn't work between a rogue and an honest person. ,628,A Pigeon and a Pye,trust,naivety|trust|innocence|vulnerability,90,0.4618,424,The Sheep And The Injured Wolf,trust,distrust|predator and prey|irony|false pity,0.6099,0.1480
200,Disaster awaits the arrogant person who puts on airs: he will fail to get promoted and will lose his former position as well.,200,The Beetle In The Air,ambition,ambition|overreach|contentment|nature,41,0.4218,143,The Clay Pot And The Rain,hubris,hubris|fragility|pride|fate,0.5697,0.1478
122,There is always someone else worse off than you.,122,The Lion And The Elephant,contentment,fear|courage|perspective|contentment,4,0.6100,52,The Hares and the Frogs,courage,fear|perspective|courage|timidity,0.7570,0.1470
640,"When we are avoiding present dangers, we should not fall into even worse peril.",640,The Fishes and the Frying-Pan,wisdom,panic|rash decisions|frying pan into the fire|fate,5,0.6434,399,The Halcyon And The Sea,trust,misplaced trust|false security|nature's betrayal|irony,0.7904,0.1470
488,You can fool someone only so many times.,488,"The Merchant, The Donkey And The Salt",deception,cunning|adaptability|cleverness|consequences,9,0.3969,25,The Cat and the Mice,deception,deception|cunning|suspicion|survival,0.5438,0.1469
242,Look before you leap.,242,The Fox And The Goat In The Well,deception,cunning|deception|escape|gullibility,6,0.6928,393,The Two Frogs At The Well,wisdom,caution|planning|foresight|consequences,0.8390,0.1462
296,Trust is not to be given lightly.,296,The Wolves And The Dogs,deception,deception|freedom|trust|betrayal,13,0.4258,255,The Cobbler And The King,deception,fraud|exposure|gullibility|justice,0.5709,0.1451
655,"Everything pleases at first, but nothing pleases for long.",655,A Soldier and two Horses,wisdom,favoritism|novelty|neglect|human nature,2,0.6185,62,The Huntsman and the Fisherman,contentment,value|novelty|satisfaction|contentment,0.7632,0.1447
676,Every Season has its own work.,676,The Ass's Wish,fate,contentment|labor|fate|never-ending hardship,11,0.4139,645,An Old Fellow and a Young Wench,wisdom,folly|aging|marriage|regret,0.5582,0.1443
518,The things which bring us pleasure can often be hazardous as well.,518,The Young Man And The Prostitute,deception,flattery|self-deception|pleasure|deception,26,0.4365,206,The Sparrow And The Myrtle Berries,contentment,greed|temptation|self-destruction|contentment,0.5802,0.1437
217,Counsel without help is useless.,217,The Drowning Boy,wisdom,rescue|unsolicited advice|priorities|timing,15,0.5008,689,An Incorrigible Son,wisdom,stubbornness|moral guidance|futility|vice,0.6438,0.1430
612,Action is more valuable than arguments.,612,The Jar goes to Court,wisdom,practicality vs legalism|priorities|self-care|wise counsel,14,0.4847,196,"The Bees, The Drones And The Wasps",justice,justice|labor|ownership|laziness,0.6271,0.1424
72,Straws show how the wind blows.,72,The Man and His Wife,wisdom,character|personality|judgment|self-awareness,92,0.3636,526,The Goatherd And The Goat,justice,concealment|evidence|truth|consequences,0.5055,0.1418
353,He who harms someone should henceforth be treated with suspicion.,353,The Snake And The Farmer,trust,trust|betrayal|forgiveness|reconciliation,44,0.5076,310,The Dog-Catcher And The Dog,wisdom,suspicion|deception|danger|wisdom,0.6470,0.1394
274,Beware of when the powerful and the deceitful collaborate.,274,The Eagle And The Crow,wisdom,cleverness|deception|cooperation|nature,51,0.5026,538,The Doves And The Kite,deception,tyranny|deception|misplaced trust|freedom vs security,0.6408,0.1382
1,Appearances are deceptive.,1,The Ant and the Chrysalis,pride,humility|patience|transformation|vanity,8,0.6811,677,A Cat and Mice,deception,deception|naivety|danger|appearances,0.8193,0.1381
186,Intent matters more than the outcome.,186,The Bald Man And The Fly,wisdom,irritation|self-harm|proportional response|insults,182,0.2912,51,The Hare and the Hound,wisdom,motivation|perspective|survival|effort,0.4285,0.1373
172,Some men underrate their best blessings.,172,The Travellers And The Plane Tree,ingratitude,ingratitude|usefulness|kindness|perspective,9,0.5296,54,The Hart and the Hunter,vanity,vanity|folly|pride|appearance,0.6665,0.1369
678,No one can be safe in peace unless they are always ready to face an enemy in case of war.,678,A Wolf and a Porcupine,trust,trust|deception|self-defense|vigilance,3,0.6076,214,"The Fox, The Boar And His Tusks",wisdom,preparation|foresight|wisdom|readiness,0.7442,0.1366
623,There is danger in the silent enemy.,623,The Rustic seeking to Cross a River,wisdom,appearances vs reality|deception|wisdom|observation,42,0.4283,84,The One-Eyed Doe,fate,fate|irony|precaution|danger,0.5644,0.1361
180,An invitation prompted by selfishness is not to be accepted.,180,The Wolf And The Goat On The Cliff,deception,deception|safety|predator prey|false concern,29,0.5403,113,The Wolf and the Goat,deception,deception|caution|predation|wisdom,0.6762,0.1359
254,It is natural to be a knave; men must rise above.,254,Hermes And The Cobblers,deception,divine order|deception|craft|human nature,21,0.4742,28,The Dancing Monkeys,nature,nature|instinct|pretense|true character,0.6093,0.1351
212,Rewards do not always accompany a lifetime of good work.,212,The Old Dog And His Master,ingratitude,old age|loyalty|ingratitude|past service,10,0.4358,323,The Donkey And The Mule,justice,fairness|justice|consequences|wisdom,0.5700,0.1342
435,People often make plans that turn out to be to their own disadvantage.,435,The Maids And The Rooster,wisdom,unintended consequences|problem-solving backfires|hardship|timing,19,0.5256,488,"The Merchant, The Donkey And The Salt",deception,cunning|adaptability|cleverness|consequences,0.6592,0.1335
456,Temptation can lead even the most virtuous individuals to compromise their integrity and values.,456,The Widow And Her Lover,deception,infidelity|lust|loyalty|self-preservation,32,0.2750,251,The Monkey And The Lion's Breath,deception,flattery|tyranny|sycophancy|cunning,0.4081,0.1331
43,Flatters are not to be trusted.,43,The Fox And The Raven,vanity,flattery|vanity|deception|foolishness,3,0.7178,44,The Fox and the Crow,vanity,flattery|vanity|deception|foolishness,0.8508,0.1330
110,It is not only fine feathers that make fine birds.,110,The Vain Jackdaw,vanity,vanity|deception|pride|consequences,3,0.7152,659,A Lapwing Preferr'd,vanity,vanity|appearance|honor|hypocrisy,0.8474,0.1321
202,It is easy to attack those who have fallen from their position of power and glory.,202,The Dogs And The Lion Skin,courage,courage|cowardice|mockery|strength,6,0.6028,378,The Fox And The Lion In A Cage,fate,misfortune|circumstance|insult|dignity,0.7344,0.1316
490,You should not add one problem to another.,490,Aesop And The Runaway Slave,wisdom,consequences|guilt|escape|wisdom,11,0.4666,241,The Man And The Cat,wisdom,unintended consequences|remedies|irony|greed,0.5974,0.1308
329,One cannot circumvent his destiny.,329,Zeus And The Donkeys,fate,fate|futility|labor|acceptance,3,0.6799,357,"The Father, The Son And The Lion",fate,fate|overprotection|inevitability|dreams,0.8103,0.1303
605,Be watchful or all will be lost.,605,The Shepherd and The Dog,wisdom,vigilance|common sense|danger unrecognized|protection,34,0.4084,140,The Bird Catcher And The Viper,fate,irony|fate|vigilance|consequences,0.5365,0.1281
241,Relying too much on subordinates can lead to unintended consequences.,241,The Man And The Cat,wisdom,unintended consequences|remedies|irony|greed,129,0.2801,348,The Stag Among The Cattle,wisdom,danger|trust|fate|vigilance,0.4069,0.1267
197,"Evil wishes, like chickens, come home to roost.",197,Zeus And The Bee,courage,divine bargain|sacrifice|protection|consequence,13,0.6052,349,The Farmer And The Fox,justice,revenge|fate|irony|consequences,0.7312,0.1260
245,It is useless attacking the insensible.,245,The Viper And The File,wisdom,futility|misguided attack|strength|ignorance,2,0.6129,92,The Serpent and the File,wisdom,futility|anger|nature|wisdom,0.7370,0.1241
618,Degrading your opponents only diminishes your own victory.,618,Aesop and the Athlete,pride,merit|real achievement|challenge|boasting,4,0.5662,123,The Donkey And The Wild Boar,pride,dignity|insult|restraint|humor,0.6900,0.1237
18,Be on guard against men who can strike from a distance.,18,The Bowman and Lion,courage,courage|fear|warning|prudence,50,0.4367,84,The One-Eyed Doe,fate,fate|irony|precaution|danger,0.5602,0.1234
452,People often disguise their selfish desires as practical needs to justify their actions.,452,The Man And The Old Woman,deception,lust|deception|desire|ingenuity,14,0.4365,384,The Foxes And Their Tails,deception,self-interest|shame|peer pressure|manipulation,0.5578,0.1213
143,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,143,The Clay Pot And The Rain,hubris,hubris|fragility|pride|fate,21,0.5298,406,Hermes And The Statues,vanity,vanity|humility|divine hierarchy|self-importance,0.6505,0.1206
208,Rushing into pleasant invitations can lead to dire consequences.,208,The Cat And The Birds,deception,deception|predation|false hospitality|trust,36,0.4085,426,The Pigeon And The Painting,wisdom,illusion|thirst|fatality|appearance vs reality,0.5291,0.1206
603,People that live by example need to look closely at the example they are following.,603,The Playful Ass,wisdom,imitation|boundaries|consequences|double standards,3,0.5325,527,The Crab And His Mother,wisdom,hypocrisy|leading by example|self-awareness|parenting,0.6523,0.1198
294,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,294,The Donkey And The Pet Dog,contentment,envy|imitation|contentment|consequences,19,0.5586,332,The Jackdaw And The Doves,deception,identity|belonging|deception|consequences,0.6780,0.1194
181,People often grasp for more than they need and thus lose the little they have.,181,The Man And The Golden Eggs,greed,greed|impatience|self-destruction|wealth,7,0.6591,19,The Boy and the Filberts,greed,greed|moderation|disappointment|wisdom,0.7775,0.1184
272,Many children are a great blessing; but a few good ones are a greater.,272,The Dove And The Crow,wisdom,boasting|wisdom|slavery|children,3,0.5662,377,The Sow And The Lioness,pride,quality vs quantity|pride|boasting|nobility,0.6843,0.1181
682,Wisdom is far superior to strength.,682,A Fox and a Hare,wisdom,cunning|speed|different abilities|competition,4,0.6669,512,The Lizard And The Snake,wisdom,cunning|survival|quick thinking|escape,0.7844,0.1175
446,If often happens that even honest people do not hesitate to persecute someone who has slandered them.,446,The Murderer And The Mulberry Tree,justice,justice|deception|retribution|guilt,14,0.5451,539,Augustus And The Murder,justice,false accusation|jealousy|hasty judgment|justice,0.6626,0.1175
448,There's no reading of ourselves but with other mans eyes.,448,The Musician At Home,vanity,vanity|self-delusion|pride|public humiliation,2,0.5139,550,Of the Vices of Men,wisdom,self-awareness|hypocrisy|blindness to own faults|human nature,0.6304,0.1165
114,Do not say anything at any time that you would not say at all times.,114,The Wolf and the Kid,courage,courage|position|safety|wisdom,56,0.3790,380,"The Fox, The Monkey And His Ancestors",deception,boasting|lies|accountability|false claims,0.4952,0.1162
5,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,5,The Ass and the Lapdog,contentment,envy|contentment|imitation|folly,9,0.6595,102,The Tortoise and the Eagle,hubris,hubris|ambition|fate|contentment,0.7754,0.1159
152,"When someone with a wicked nature changes his appearance, his behaviour remains the same.",152,Zeus And The Ant,greed,greed|nature|transformation|fate,11,0.6041,685,A Wolfe in a Sheeps-Skin,deception,deception|hypocrisy|disguise|exposure,0.7186,0.1145
453,"Half-truths in some cases, are foul, and dishonest; in others, laudable; and in some again, not only honest, but necessary.",453,The Ostrich,deception,ambiguity|opportunism|identity|war,19,0.4834,254,Hermes And The Cobblers,deception,divine order|deception|craft|human nature,0.5976,0.1142
620,Flatters are not to be trusted.,620,The Fox and the Ground-Bird,deception,trust|domain advantage|cunning|caution,2,0.7371,44,The Fox and the Crow,vanity,flattery|vanity|deception|foolishness,0.8508,0.1137
263,You should not treat bad people the same way that you treat good people.,263,The Boy And The Scorpion,wisdom,danger|ignorance|nature|warning,76,0.3269,418,The Two Hyenas,nature,gender reversal|memory|nature|warning,0.4406,0.1137
350,Do not take on more than you can handle.,350,The Lion And The Farmer,wisdom,danger|foolishness|consequences|wisdom,7,0.4459,347,The Kite And The Partridges,greed,greed|overreach|consequences|contentment,0.5592,0.1133
153,True value comes from usefulness.,153,The Gods And Their Trees,wisdom,wisdom|purpose|vanity|practicality,4,0.5185,167,The Rooster And The Pearl,contentment,value|perspective|practicality|contentment,0.6312,0.1127
390,People who do harm to others destroy themselves in the bargain.,390,The Frog And The Mouse,justice,betrayal|treachery|justice|consequences,11,0.6299,197,Zeus And The Bee,courage,divine bargain|sacrifice|protection|consequence,0.7423,0.1124
508,Don't take on more than you can accomplish.,508,The Jackdaw And The Eagle,hubris,imitation|ambition|limits|self-knowledge,6,0.4170,290,The Dog And The Lion,courage,courage|bravado|fear|wisdom,0.5291,0.1122
429,Those who thrive on deception often retaliate against those who speak the truth.,429,The Monkeys And The Two Men,deception,flattery|truth-telling|reward and punishment|courtly behavior,34,0.5634,301,"The Sheep, The Dog And The Wolf",justice,justice|false accusation|consequences|divine retribution,0.6749,0.1115
633,Famous beauties are rarely lucky.,633,Trees Straight and Crooked,vanity,vanity|fate|usefulness|irony,27,0.4094,142,The Rose And The Amaranth,contentment,beauty|mortality|nature|contentment,0.5175,0.1081
73,Yield to all and you will soon have nothing to yield.,73,The Man and His Two Wives,vanity,vanity|conflict|competition|folly,16,0.5179,297,The Mother Dog And Her Puppies,ingratitude,greed|ingratitude|cunning|possession,0.6259,0.1080
397,Beware of enterprizes where the risks are not equal.,397,The Swans And The Geese,nature,natural ability|survival|limitations|adaptability,10,0.4526,532,The Fox And The Lion Hunting,greed,partnership|greed|independence|consequences,0.5595,0.1069
641,An alliance with the powerless is futile.,641,A League of Beasts and Fishes,friendship,alliance|broken promises|limitations|unreliability,5,0.5834,337,The Hares And The Foxes,wisdom,alliance|wisdom|cowardice|self-preservation,0.6900,0.1066
514,Someone who wants to help his friend must give him what is essential and appropriate.,514,The Horse And His Groom,wisdom,neglect|irony|appearance vs substance|self-care,31,0.4520,674,A Man that would not take a Clyster,wisdom,ignorance|pride|medicine|stubbornness,0.5580,0.1060
155,"He who does not conform to courtesy, mostly pays the penalty of his conceited behaviour.",155,The Cricket And The Owl,deception,deception|cunning|annoyance|consequences,21,0.4498,230,The Lion And The Two Men,justice,justice|character|honesty|reward,0.5556,0.1058
157,"If people who have previously committed a crime are swiftly punished, then others will become afraid on their account.",157,Apollo And The Snake,courage,courage|self-defense|wisdom|consequences,8,0.4566,414,The Oath's Punishment,justice,perjury|divine punishment|justice|deception,0.5623,0.1057
421,Do not let anything turn you from your purpose.,421,"The Kid, The Wolf And The Flute",wisdom,cunning|delay|sticking to one's craft|distraction,33,0.3697,331,The Driver And The Donkey On The Cliff,wisdom,stubbornness|futility|irony|patience,0.4754,0.1057
310,People who offer to give someone many gifts are no doubt trying to deceive.,310,The Dog-Catcher And The Dog,wisdom,suspicion|deception|danger|wisdom,21,0.4970,475,Zeus And The Snake,trust,distrust|nature|divine judgment|danger,0.6026,0.1056
535,"A man cannot be too careful of what he does, where the life of any creature is in question.",535,The Goose And The Swan,wisdom,identity|fate|music saves life|mistaken identity,41,0.4212,263,The Boy And The Scorpion,wisdom,danger|ignorance|nature|warning,0.5264,0.1053
168,You should think twice before offering anything to your enemies.,168,The Ax And The Trees,ingratitude,betrayal|consequences|complicity|ingratitude,42,0.4929,208,The Cat And The Birds,deception,deception|predation|false hospitality|trust,0.5975,0.1046
368,Coffers of cash put a stop to honest traffic in praise.,368,Hercules And Plutus,greed,corruption|wealth|virtue|divine judgment,12,0.4935,267,"The Birds, The Peacock And His Feathers",vanity,vanity|exploitation|generosity|consequences,0.5975,0.1040
476,Those who neglect their own affairs while meddling in others' lives often reveal their own shortcomings.,476,The Soothsayer And The Theft,wisdom,hypocrisy|self-knowledge|irony|false expertise,4,0.5612,550,Of the Vices of Men,wisdom,self-awareness|hypocrisy|blindness to own faults|human nature,0.6647,0.1035
321,The loud-mouthed boaster does not impress nor frighten those who know him.,321,The Donkey And The Lion Go Hunting,pride,cooperation|pride|vanity|humor,6,0.6031,366,The Fly And The Mule,vanity,vanity|false threats|true authority|boasting,0.7061,0.1030
19,Do not attempt too much at once.,19,The Boy and the Filberts,greed,greed|moderation|disappointment|wisdom,6,0.5238,347,The Kite And The Partridges,greed,greed|overreach|consequences|contentment,0.6267,0.1028
395,The things that a person does to others will happen to him in turn.,395,The Goat And The Vine,justice,retribution|destruction|nature's revenge|sacrilege,11,0.6135,216,The Lioness And The Wild Boar,justice,grief|justice|retribution|irony,0.7163,0.1028
