query_moral_idx,query_moral,query_moral_category,top1_fable_idx,top1_moral_idx,top1_moral,top1_moral_category,shared_moral_category,moral_moral_sim,gt_rank,score_gap
95,A liar deceives no one but himself.,deception,174,174,"Those who pretend to be what they are not, sooner or later, find themselves in deep water.",deception,True,0.4984,2,0.0329
265,"If you try to deceive someone who has his wits about him, you will waste your time and be made fun of as well.",wisdom,25,25,He who is once deceived is doubly cautious.,deception,False,0.4983,44,0.2081
581,Do not let your fancy make you forget realities.,pride,334,334,Our mere anticipations of life outrun its realities.,wisdom,False,0.4968,139,0.2440
413,Don't promise big things if you can't deliver.,pride,199,199,Beware of empty promises made during good times.,friendship,False,0.4967,10,0.0768
100,Every man for himself.,wisdom,672,672,No one is so loving of a friend that they would not prefer their own good to that of another.,courage,False,0.4966,4,0.0377
369,Accept the changes in life.,fate,417,417,Acceptance can lead to unexpected harmony.,wisdom,False,0.4961,3,0.0567
530,"Do not be what you are not, nor pretend to be what you are not",deception,233,233,Jealousy can lead people to foolishly imitate their betters.,pride,False,0.4917,7,0.1483
415,"Nobody believes people who are inherently wicked, even if they pretend to be good-natured.",deception,137,137,"The dishonest, if they act honestly, get no credit.",justice,False,0.4906,210,0.2846
18,Be on guard against men who can strike from a distance.,courage,84,84,Trouble comes from the direction we least expect it.,fate,False,0.4900,50,0.1234
62,Abstain and enjoy.,contentment,699,699,Even the strongest can be brought low by unchecked desires.,wisdom,False,0.4891,9,0.1564
101,Never put yourself in your enemy's clutches.,ambition,538,538,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",deception,False,0.4886,7,0.0342
142,Enviable conditions often have a downside.,contentment,576,576,The grass is always greener on the other side of the fence.,contentment,True,0.4876,71,0.1488
157,"If people who have previously committed a crime are swiftly punished, then others will become afraid on their account.",courage,414,414,There is no fixed day on which wicked people are punished.,justice,False,0.4874,8,0.1057
293,False sympathy often masks selfish intentions.,deception,675,675,"Many pretend to be concerned about some people's demise, when however what they want is for it to come quickly.",wisdom,False,0.4861,2,0.0213
416,Each man makes his reputation in the field which is his specialty.,justice,270,270,Be content with your lot; one cannot be first in everything.,contentment,False,0.4795,234,0.2180
669,He who claims any good for himself takes away from the source of all the good he enjoys.,pride,160,160,Do not take credit for the accomplishments of others.,pride,True,0.4785,13,0.0593
178,Do not let fame get to your head.,vanity,598,598,Do not boast lest you be taken down.,pride,False,0.4760,4,0.0212
207,There is no glory in tricking those easy to trick.,deception,618,618,Degrading your opponents only diminishes your own victory.,pride,False,0.4752,48,0.2278
63,The desire for imaginary benefits often involves the loss of present blessings.,nature,298,298,Do not grasp at more than you need.,greed,False,0.4751,97,0.2506
155,"He who does not conform to courtesy, mostly pays the penalty of his conceited behaviour.",deception,230,230,"Those who take by force are met with resistance, while those who approach with humility may find unexpected generosity.",justice,False,0.4746,21,0.1058
412,Life's disasters can often bring boastful and presumptuous people back down to earth.,pride,143,143,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,hubris,False,0.4746,136,0.3033
465,"Sometimes, those you support become your worst enemy.",justice,538,538,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",deception,False,0.4742,393,0.3054
656,"We should not be upset by the words of our teachers, since those words are usually the cause of many good things.",friendship,700,700,Those who won't learn from advice must be taught by experience.,wisdom,False,0.4742,17,0.0553
615,Be prepared to defend your position.,justice,214,214,Preparedness for war is the best guarantee of peace.,wisdom,False,0.4732,16,0.0943
705,The conflicts of the wicked are the protection of the good.,wisdom,538,538,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",deception,False,0.4720,3,0.0247
74,The man who talks for both sides is not to be trusted by either.,trust,453,453,"Half-truths in some cases, are foul, and dishonest; in others, laudable; and in some again, not only honest, but necessary.",deception,False,0.4690,4,0.1805
404,People who grasp at more than they need lose the little that they held in their hands.,greed,19,19,Do not attempt too much at once.,greed,True,0.4664,3,0.0715
229,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,deception,265,265,"If you try to deceive someone who has his wits about him, you will waste your time and be made fun of as well.",wisdom,False,0.4654,6,0.0272
543,People with excellent qualities are often insulted by their inferiors.,wisdom,159,159,Everyone thinks themselves the best.,vanity,False,0.4640,117,0.1705
657,"It's wise and kind to be considerate of one another, for no one knows their own end.",fate,706,706,We should live as if we always saw Death standing by.,fate,True,0.4636,2,0.0238
664,Do not fight with those who are perfectly capable of fighting back.,wisdom,245,245,It is useless attacking the insensible.,wisdom,True,0.4636,104,0.3057
454,People who have been treated with contempt repay the deed in kind.,justice,42,42,Do unto others what you would have them do unto you.,justice,True,0.4624,5,0.0888
181,People often grasp for more than they need and thus lose the little they have.,greed,19,19,Do not attempt too much at once.,greed,True,0.4600,7,0.1184
572,"When a man has both an interest and an inclination to betray us, there's no trusting him.",deception,296,296,Trust is not to be given lightly.,deception,True,0.4589,80,0.1948
128,When people harbor a criminal they become his first victims without even realizing it.,ingratitude,538,538,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",deception,False,0.4571,39,0.0882
582,Better to face a known danger than to trust a deceitful promise of safety.,deception,84,84,Trouble comes from the direction we least expect it.,fate,False,0.4570,9,0.0961
576,The grass is always greener on the other side of the fence.,contentment,667,667,"Everyone should be satisfied with their own lot in life, given that disaster awaits us on every side.",ambition,False,0.4567,27,0.3791
523,It is easy to be brave when there is no danger.,fate,202,202,It is easy to attack those who have fallen from their position of power and glory.,courage,False,0.4553,10,0.2598
64,Sorrow not over what is lost forever,wisdom,610,610,Sadness is a part of life.,wisdom,True,0.4508,68,0.1926
627,A wise person will not attempt anything without having the right means to achieve it.,wisdom,290,290,It is a foolish man who wants to rival his superiors.,courage,False,0.4508,3,0.0853
363,A reward for one might be destruction for another.,contentment,328,328,Easy life and seeming good fortune of others conceal a threat to their welfare.,wisdom,False,0.4495,8,0.0771
626,It's wise to think before we speak.,justice,375,375,People who act impulsively can end up in regrettable situations.,wisdom,False,0.4485,484,0.3526
650,Consider the consequences of your actions.,wisdom,375,375,People who act impulsively can end up in regrettable situations.,wisdom,True,0.4484,29,0.2482
596,Know yourself and your limits.,pride,627,627,A wise person will not attempt anything without having the right means to achieve it.,wisdom,False,0.4480,16,0.2095
672,No one is so loving of a friend that they would not prefer their own good to that of another.,courage,384,384,Distrust advice from someone who stands to gain.,deception,False,0.4473,11,0.0701
300,"Men are averse to fixed rules, but are won by kind services.",friendship,584,584,It is better to be loved than feared.,wisdom,False,0.4468,52,0.1511
396,Bear that those who are inferior to you in merit should be like you in outside appearances.,vanity,159,159,Everyone thinks themselves the best.,vanity,True,0.4434,2,0.0130
601,Falsehood is with all men.,deception,254,254,It is natural to be a knave; men must rise above.,deception,True,0.4431,5,0.0886
531,The word of a wicked man can never be trusted.,deception,261,261,"Don't be seduced by deceptive words, they will cause nothing but trouble.",trust,False,0.4415,101,0.2590
48,Better no rule than cruel rule.,ambition,584,584,It is better to be loved than feared.,wisdom,False,0.4410,2,0.0045
260,Contentment with our lot is an element of happiness.,nature,555,555,We must not require what is unreasonable.,contentment,False,0.4387,3,0.0795
290,It is a foolish man who wants to rival his superiors.,courage,569,569,Wit outshines skill.,hubris,False,0.4386,9,0.1556
506,Some would rather fight than not.,pride,607,607,When fools fight others run away with the prize.,wisdom,False,0.4385,11,0.0499
318,Be content with your station.,contentment,200,200,Disaster awaits the arrogant person who puts on airs: he will fail to get promoted and will lose his former position as well.,ambition,False,0.4375,18,0.2401
642,There is a clever way of joking between seriousness and jest that brings both enjoyment and benefit.,deception,218,218,Anything which is done at the wrong time is liable to be ridiculed.,wisdom,False,0.4371,10,0.0991
374,Overly curious people often pay a very high price for recklessly indulging their curiosity.,deception,616,616,Greed often overreaches itself.,greed,False,0.4366,554,0.2586
633,Famous beauties are rarely lucky.,vanity,142,142,Enviable conditions often have a downside.,contentment,False,0.4363,27,0.1081
691,Be content with your lot.,hubris,555,555,We must not require what is unreasonable.,contentment,False,0.4358,87,0.3210
696,Be content with your lot.,nature,555,555,We must not require what is unreasonable.,contentment,False,0.4358,47,0.2864
46,Consider carefully before changing your situation.,wisdom,324,324,People often appreciate what they had only after experiencing something worse.,contentment,False,0.4329,30,0.1583
94,"There is no believing a liar, even when he speaks the truth.",deception,137,137,"The dishonest, if they act honestly, get no credit.",justice,False,0.4326,2,0.0432
121,Do not trust the wicked.,deception,261,261,"Don't be seduced by deceptive words, they will cause nothing but trouble.",trust,False,0.4318,20,0.1010
321,The loud-mouthed boaster does not impress nor frighten those who know him.,pride,366,366,Ignore complainers who have no influence.,vanity,False,0.4318,6,0.1030
532,It is better to serve in safety than to rule in peril.,greed,325,325,The insubordinate are free from both obligation and protection.,contentment,False,0.4298,4,0.0508
655,"Everything pleases at first, but nothing pleases for long.",wisdom,62,62,Abstain and enjoy.,contentment,False,0.4280,2,0.1447
556,The essence of authenticity cannot be replicated.,deception,22,22,Men often applaud an imitation and hiss the real thing.,deception,True,0.4265,4,0.0975
330,False confidence often leads into danger.,hubris,84,84,Trouble comes from the direction we least expect it.,fate,False,0.4253,7,0.0780
357,We had better bear our troubles bravely than try to escape them.,fate,490,490,You should not add one problem to another.,wisdom,False,0.4244,3,0.0139
89,Vicious people cannot resist hurting others even when it is not in their own interests,trust,664,664,Do not fight with those who are perfectly capable of fighting back.,wisdom,False,0.4240,40,0.1717
291,Do not believe those who have ill intentions.,deception,265,265,"If you try to deceive someone who has his wits about him, you will waste your time and be made fun of as well.",wisdom,False,0.4240,17,0.0728
295,You should especially avoid someone who does not even spare his own people.,wisdom,204,204,Someone who lays a trap for others will fall victim to it himself.,trust,False,0.4238,2,0.0193
93,Understand what you are doing before you do it.,greed,375,375,People who act impulsively can end up in regrettable situations.,wisdom,False,0.4237,270,0.4344
249,Do not go chasing after things that are useless and unprofitable.,wisdom,298,298,Do not grasp at more than you need.,greed,False,0.4235,80,0.2296
524,Love can blind even the wildest.,deception,495,495,Only a man who is out of his mind and hated by the gods delights in ugly things as if they were beautiful.,vanity,False,0.4212,3,0.1581
219,An honest man's word is as good as his oath.,deception,237,237,Be cautious with promises made under duress.,deception,True,0.4211,52,0.1917
421,Do not let anything turn you from your purpose.,wisdom,331,331,You can't always stop a fool.,wisdom,True,0.4195,33,0.1057
520,No curse weighs more heavily than a guilty conscience.,justice,266,266,Those who commit grave wrongs cannot escape justice.,fate,False,0.4190,197,0.1783
130,It is unwise to reward when one should punish.,wisdom,247,247,Favor those who do you kindness.,wisdom,True,0.4178,2,0.0024
314,Some can do wrong more easily than others can see it.,justice,526,526,Do not attempt to hide things which cannot be hid.,justice,True,0.4174,4,0.0294
375,People who act impulsively can end up in regrettable situations.,wisdom,426,426,Caution is far superior to reckless haste and hurry.,wisdom,True,0.4152,3,0.0395
452,People often disguise their selfish desires as practical needs to justify their actions.,deception,384,384,Distrust advice from someone who stands to gain.,deception,True,0.4143,14,0.1213
125,Great achievements are often blocked by some small thing which prevents their realization.,wisdom,27,27,Little by little does the trick.,wisdom,True,0.4141,265,0.2106
354,"Injuries may be forgiven, but not forgotten.",trust,353,353,He who harms someone should henceforth be treated with suspicion.,trust,True,0.4141,2,0.0399
434,The greatest gifts are often overlooked in favor of envying others.,wisdom,638,638,Men would bear their misfortunes more patiently if they considered the ones of others.,contentment,False,0.4134,21,0.1838
217,Counsel without help is useless.,wisdom,689,689,"Men who are wickedly inclined will not stop their vicious behavior, no matter who urges them to do so.",wisdom,True,0.4131,15,0.1430
496,It is difficult to truly know a person.,courage,677,677,"People are to be judged by their actions, not by their appearance.",deception,False,0.4106,6,0.0336
310,People who offer to give someone many gifts are no doubt trying to deceive.,wisdom,475,475,Even the favours of wicked people are frightening.,trust,False,0.4092,21,0.1056
70,"You may share the labours of the great, but you will not share the spoil.",justice,532,532,It is better to serve in safety than to rule in peril.,greed,False,0.4088,44,0.1708
131,Success leads many astray to their ruin.,justice,549,549,Humble commonalty easily finds safety in obscurity.,hubris,False,0.4069,58,0.1871
210,Do not laugh at the calamity that befalls your neighbour.,justice,340,340,It is a foolish thing to give advice to others while not looking out for oneself.,justice,True,0.4067,21,0.2975
75,"One story is good, till another is told.",pride,686,686,There is no thing so worthy of wonderment which does not cease to be a miracle with the passage of time.,wisdom,False,0.4064,4,0.0655
362,Some never understand the actions of others.,justice,632,632,What we are forced to do by a greater power and necessity is not truly our own action.,ingratitude,False,0.4064,78,0.1490
168,You should think twice before offering anything to your enemies.,ingratitude,208,208,Rushing into pleasant invitations can lead to dire consequences.,deception,False,0.4052,42,0.1046
488,You can fool someone only so many times.,deception,25,25,He who is once deceived is doubly cautious.,deception,True,0.4043,9,0.1469
28,Men often revert to their natural instincts.,nature,24,24,Nature reveals itself.,nature,True,0.4042,4,0.0533
571,Don't deceive yourself.,wisdom,269,269,Vanity betrays every fraud.,wisdom,True,0.4042,22,0.0852
410,"When you lie, you often have to expand the lie.",wisdom,174,174,"Those who pretend to be what they are not, sooner or later, find themselves in deep water.",deception,False,0.4028,280,0.3005
235,People who grasp for more than they need are deprived of what they have.,greed,19,19,Do not attempt too much at once.,greed,True,0.4023,3,0.0088
132,People are asking for trouble if they make fun of someone who is better than they are.,hubris,569,569,Wit outshines skill.,hubris,True,0.4016,2,0.0131
88,Change of habit cannot alter nature.,nature,23,23,Nature reveals itself.,nature,True,0.4011,2,0.0028
688,We should not pick fights with people stronger than we are.,hubris,245,245,It is useless attacking the insensible.,wisdom,False,0.3984,10,0.1705
323,"Instead of looking at how things start, we should look instead at how they turn out in the end.",justice,697,697,Appearances can be deceiving.,wisdom,False,0.3982,392,0.2207
397,Beware of enterprizes where the risks are not equal.,nature,532,532,It is better to serve in safety than to rule in peril.,greed,False,0.3976,10,0.1069
23,Nature reveals itself.,nature,147,147,Nature and instincts can persist despite changes in form or appearance.,nature,True,0.3968,4,0.1638
24,Nature reveals itself.,nature,147,147,Nature and instincts can persist despite changes in form or appearance.,nature,True,0.3968,7,0.1865
147,Nature and instincts can persist despite changes in form or appearance.,nature,23,23,Nature reveals itself.,nature,True,0.3968,2,0.0150
593,Nature reveals itself.,wisdom,147,147,Nature and instincts can persist despite changes in form or appearance.,nature,False,0.3968,373,0.4074
613,Nature reveals itself.,nature,147,147,Nature and instincts can persist despite changes in form or appearance.,nature,True,0.3968,14,0.2462
109,He who shares the danger ought to share the prize.,friendship,532,532,It is better to serve in safety than to rule in peril.,greed,False,0.3947,2,0.0232
484,Do not overestimate yourself.,hubris,569,569,Wit outshines skill.,hubris,True,0.3938,21,0.1606
590,Watch the actions of your enemy.,wisdom,248,248,A discerning person is made wise by the misfortunes of his neighbours.,deception,False,0.3935,622,0.3535
472,Appetite blinds men to their surroundings,ingratitude,303,303,"They who act without sufficient thought, will often fall into unsuspected danger",wisdom,False,0.3930,340,0.1518
514,Someone who wants to help his friend must give him what is essential and appropriate.,wisdom,674,674,Even beneficial things all appear to be drastic and sure to hurt for those those who are unfamiliar with them and inexperienced.,wisdom,True,0.3920,31,0.1060
481,Bad situations rarely get better.,wisdom,640,640,"When we are avoiding present dangers, we should not fall into even worse peril.",wisdom,True,0.3915,5,0.0665
342,He who competes with his superiors destroys himself before he can equal them.,ambition,569,569,Wit outshines skill.,hubris,False,0.3910,15,0.1800
360,"We have to endure reversals of fortune, since we know that life is a matter of luck.",contentment,369,369,Accept the changes in life.,fate,False,0.3905,30,0.2745
41,Cunning often outwits itself.,deception,488,488,You can fool someone only so many times.,deception,True,0.3904,6,0.1947
276,"Bad things naturally happen to bad people, while good things lie in wait for people who are honest and reasonable.",fate,494,494,Fortune can occasionally bestow favours that exceed a person's hopes and expectations.,fate,True,0.3903,3,0.0448
409,The promises of the greedy are often empty and insincere.,deception,341,341,Some people will do anything to get what they want.,deception,True,0.3898,3,0.0718
161,Those who refuse to share and respond with rudeness may face dire consequences for their actions.,pride,513,513,"A greedy man does not gladly give anything away, even when he has enough for himself.",pride,True,0.3878,4,0.0591
280,Good will is worth nothing unless it is accompanied by good acts.,ingratitude,199,199,Beware of empty promises made during good times.,friendship,False,0.3863,266,0.3264
389,People who stubbornly cling to unwise choices lose everything before they know it.,wisdom,331,331,You can't always stop a fool.,wisdom,True,0.3845,4,0.0966
346,The only thing that can really bring shame on a man is a punishment that he has justly deserved.,wisdom,501,501,Notoriety is often mistaken for fame.,vanity,False,0.3837,5,0.0675
473,False men cannot be trusted.,deception,261,261,"Don't be seduced by deceptive words, they will cause nothing but trouble.",trust,False,0.3830,323,0.3533
69,Small liberties can be large offenses.,pride,314,314,Some can do wrong more easily than others can see it.,justice,False,0.3790,6,0.0456
72,Straws show how the wind blows.,wisdom,526,526,Do not attempt to hide things which cannot be hid.,justice,False,0.3781,92,0.1418
324,People often appreciate what they had only after experiencing something worse.,contentment,638,638,Men would bear their misfortunes more patiently if they considered the ones of others.,contentment,True,0.3777,3,0.0486
29,Those who enter by the back stairs may expect to be shown out at the window.,deception,579,579,Honor the customs of the household you enter.,wisdom,False,0.3769,10,0.0638
619,Pick your enemies.,wisdom,607,607,When fools fight others run away with the prize.,wisdom,True,0.3766,77,0.2137
453,"Half-truths in some cases, are foul, and dishonest; in others, laudable; and in some again, not only honest, but necessary.",deception,254,254,It is natural to be a knave; men must rise above.,deception,True,0.3764,19,0.1142
423,Every man should be content to mind his own business.,contentment,506,506,Some would rather fight than not.,pride,False,0.3753,2,0.0370
522,Those who adapt to the times will emerge unscathed.,pride,189,189,Do not always stick to the same course.,wisdom,False,0.3729,7,0.1574
580,"No matter how you brag, you can be undone.",hubris,95,95,A liar deceives no one but himself.,deception,False,0.3729,15,0.0991
708,Those who adapt to the times will emerge unscathed.,hubris,189,189,Do not always stick to the same course.,wisdom,False,0.3729,8,0.1609
344,People with a history of wrongdoing are often not trusted.,nature,137,137,"The dishonest, if they act honestly, get no credit.",justice,False,0.3727,83,0.2658
466,Not all advice is wise.,pride,674,674,Even beneficial things all appear to be drastic and sure to hurt for those those who are unfamiliar with them and inexperienced.,wisdom,False,0.3697,562,0.3356
365,"Pleasure bought with pains, hurts.",greed,536,536,Trouble awaits you if you pursue ill-gotten gains.,greed,True,0.3677,2,0.0993
114,Do not say anything at any time that you would not say at all times.,courage,380,380,Deceivers often exploit the inability of others to challenge their falsehoods.,deception,False,0.3665,56,0.1162
145,People get themselves into trouble because of their boasting.,hubris,95,95,A liar deceives no one but himself.,deception,False,0.3656,6,0.0430
261,"Don't be seduced by deceptive words, they will cause nothing but trouble.",trust,518,518,The things which bring us pleasure can often be hazardous as well.,deception,False,0.3633,21,0.0793
604,Know your place.,wisdom,579,579,Honor the customs of the household you enter.,wisdom,True,0.3630,2,0.0280
96,Fine work gets preserved and treasured.,vanity,451,451,The memory of a good deed lives.,contentment,False,0.3625,2,0.0295
446,If often happens that even honest people do not hesitate to persecute someone who has slandered them.,justice,539,539,"It is dangerous to believe a story, and dangerous not to believe it.",justice,True,0.3605,14,0.1175
137,"The dishonest, if they act honestly, get no credit.",justice,287,287,Few things are done except for profit.,deception,False,0.3598,12,0.0762
548,"It is better to be injured with impunity, than to put ourselves in the power of another.",wisdom,524,524,Love can blind even the wildest.,deception,False,0.3576,12,0.0840
667,"Everyone should be satisfied with their own lot in life, given that disaster awaits us on every side.",ambition,369,369,Accept the changes in life.,fate,False,0.3575,15,0.0696
341,Some people will do anything to get what they want.,deception,284,284,"When it serves their purposes, people commonly do not hesitate to swear to the most incredible fabrications.",deception,True,0.3573,4,0.0356
71,Wit always has an answer ready.,vanity,132,132,People are asking for trouble if they make fun of someone who is better than they are.,hubris,False,0.3515,189,0.2352
673,Not all things are suitable for all people.,wisdom,264,264,"You must not act unnaturally, trying to achieve some impossible thing.",wisdom,True,0.3511,5,0.0749
440,"A sinful mind can even change a person's nature, causing it to be impaired.",hubris,23,23,Nature reveals itself.,nature,False,0.3507,140,0.3209
297,There is danger lurking in the words of a wicked person.,ingratitude,180,180,An invitation prompted by selfishness is not to be accepted.,deception,False,0.3505,457,0.3353
516,Indulgence in luxuries can lead to peril.,contentment,206,206,Men feel worst when they contribute to their own undoing.,contentment,True,0.3490,2,0.0068
255,"Beware of swindlers, as they often exploit the gullibility of others.",deception,445,445,Appearances can be deceiving.,wisdom,False,0.3478,43,0.1618
9,Wit has always an answer ready.,deception,132,132,People are asking for trouble if they make fun of someone who is better than they are.,hubris,False,0.3462,46,0.1755
519,No one should boast when his prowess is a matter of mere circumstance.,courage,618,618,Degrading your opponents only diminishes your own victory.,pride,False,0.3436,48,0.1788
587,Act as you profess to believe.,justice,599,599,Trust but verify.,deception,False,0.3429,34,0.2168
61,The hero is brave in deeds as well as words.,courage,177,177,Talking is a waste of time when you can simply provide a demonstration.,pride,False,0.3426,7,0.1501
337,Count the cost before you commit yourselves.,wisdom,375,375,People who act impulsively can end up in regrettable situations.,wisdom,True,0.3412,4,0.0697
461,The unjust man is envious of anyone else's good fortune.,justice,10,10,Vices are their own punishment.,greed,False,0.3410,13,0.1584
602,Consider all before you judge.,ingratitude,587,587,Act as you profess to believe.,justice,False,0.3383,640,0.3397
518,The things which bring us pleasure can often be hazardous as well.,deception,206,206,Men feel worst when they contribute to their own undoing.,contentment,False,0.3373,26,0.1437
4,Men often bear little grievances with less courage than they do large misfortunes.,contentment,226,226,"When you are besieged by powerful people, you are subject to vicious attacks by anyone and everyone.",patience,False,0.3357,7,0.0624
353,He who harms someone should henceforth be treated with suspicion.,trust,310,310,People who offer to give someone many gifts are no doubt trying to deceive.,wisdom,False,0.3355,44,0.1394
227,"When we form friendships with one another, we must choose allies who can come to our aid in moments of peril.",nature,337,337,Count the cost before you commit yourselves.,wisdom,False,0.3340,3,0.0470
156,Do not mock the gods.,hubris,161,161,Those who refuse to share and respond with rudeness may face dire consequences for their actions.,pride,False,0.3337,109,0.2257
223,Do not mock the gods.,deception,161,161,Those who refuse to share and respond with rudeness may face dire consequences for their actions.,pride,False,0.3337,46,0.1813
640,"When we are avoiding present dangers, we should not fall into even worse peril.",wisdom,399,399,"Sometimes, the greatest threats come from those you trust.",trust,False,0.3334,5,0.1470
135,A mother's nurturing is stronger than a stepmother's attentions.,nature,300,300,"Men are averse to fixed rules, but are won by kind services.",friendship,False,0.3331,21,0.2914
641,An alliance with the powerless is futile.,friendship,337,337,Count the cost before you commit yourselves.,wisdom,False,0.3329,5,0.1066
202,It is easy to attack those who have fallen from their position of power and glory.,courage,378,378,Chance sometimes rules.,fate,False,0.3324,6,0.1316
241,Relying too much on subordinates can lead to unintended consequences.,wisdom,348,348,Nothing escapes the master's eye.,wisdom,True,0.3314,129,0.1267
428,"When your adversary is also your judge, don't bother arguing.",fate,612,612,Action is more valuable than arguments.,wisdom,False,0.3283,6,0.0427
150,Work honestly and you won't be scorned.,contentment,148,148,There's a time for work and a time for play.,patience,False,0.3281,4,0.0708
628,Trusting as you wish to be trusted doesn't work between a rogue and an honest person. ,trust,424,424,Hypocritical speeches are easily seen through.,trust,True,0.3276,90,0.1480
281,"In avoiding a lesser danger, one may inadvertently fall into a greater peril.",wisdom,399,399,"Sometimes, the greatest threats come from those you trust.",trust,False,0.3244,2,0.0595
681,Possession is nine-tenths of the law.,wisdom,70,70,"You may share the labours of the great, but you will not share the spoil.",justice,False,0.3237,37,0.2359
480,People often make extravagant promises which they are completely unable to carry out.,wisdom,341,341,Some people will do anything to get what they want.,deception,False,0.3235,4,0.0615
2,There's a time for work and a time for play.,wisdom,149,149,Prepare for the future.,patience,False,0.3232,5,0.0537
148,There's a time for work and a time for play.,patience,149,149,Prepare for the future.,patience,True,0.3232,4,0.0336
149,Prepare for the future.,patience,2,2,There's a time for work and a time for play.,wisdom,False,0.3232,3,0.0505
433,You will hurt yourself and accomplish nothing if you try to imitate someone who is far better than you are.,ambition,508,508,Don't take on more than you can accomplish.,hubris,False,0.3231,3,0.0349
267,Vanity can lead to self-destruction.,vanity,183,183,Do not attempt the impossible.,pride,False,0.3212,211,0.3061
296,Trust is not to be given lightly.,deception,255,255,"Beware of swindlers, as they often exploit the gullibility of others.",deception,True,0.3157,13,0.1451
311,Do not blame others for the circumstances of their upbringing.,justice,346,346,The only thing that can really bring shame on a man is a punishment that he has justly deserved.,wisdom,False,0.3149,2,0.0009
351,"Charity begins at home, but this does not prevent the further exercise of it.",wisdom,210,210,Do not laugh at the calamity that befalls your neighbour.,justice,False,0.3140,286,0.2177
493,Unresolved issues can resurface when least expected.,nature,609,609,Do not dwell on what has passed.,wisdom,False,0.3137,61,0.2133
562,Know your enemies.,deception,337,337,Count the cost before you commit yourselves.,wisdom,False,0.3135,217,0.2807
97,Two blacks do not make a white.,trust,158,158,Some things you cannot change.,nature,False,0.3106,13,0.1819
508,Don't take on more than you can accomplish.,hubris,290,290,It is a foolish man who wants to rival his superiors.,courage,False,0.3103,6,0.1122
578,Justice is fickle.,justice,205,205,People who lay traps for others should be careful not to fall into a trap themselves.,justice,True,0.3049,6,0.0327
605,Be watchful or all will be lost.,wisdom,140,140,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",fate,False,0.3048,34,0.1281
666,It's foolish to make decisions without understanding the nature of the matter at hand.,wisdom,359,359,Imitation is no substitute for knowledge.,wisdom,True,0.3027,58,0.2153
133,Experience often provides clearer insight than empty predictions.,wisdom,436,436,Someone who cannot manage his own affairs is not qualified to give advice to his neighbours.,wisdom,True,0.3019,3,0.0739
47,There is as much malice in a wink as in a word.,deception,82,82,Enemies' promises were made to be broken.,deception,True,0.3007,38,0.0995
586,Even gods may not know everything.,wisdom,480,480,People often make extravagant promises which they are completely unable to carry out.,wisdom,True,0.3005,7,0.0625
647,Putting up with one insult invites another.,courage,161,161,Those who refuse to share and respond with rudeness may face dire consequences for their actions.,pride,False,0.2916,52,0.1779
614,It's easy to put off today what can be done tomorrow.,wisdom,706,706,We should live as if we always saw Death standing by.,fate,False,0.2913,40,0.2270
700,Those who won't learn from advice must be taught by experience.,wisdom,256,256,Only fools indulge into michief and excessive risks.,wisdom,True,0.2901,9,0.1975
175,Honor your craft with integrity.,fate,254,254,It is natural to be a knave; men must rise above.,deception,False,0.2882,25,0.1538
425,The safeguards of virtue are hateful to those with evil intentions.,wisdom,399,399,"Sometimes, the greatest threats come from those you trust.",trust,False,0.2881,14,0.0635
591,Care defines ability.,ingratitude,322,322,Talent is wasted when it's in the hands of the unappreciative.,wisdom,False,0.2852,21,0.0863
165,A wicked nature does not produce a good character.,ingratitude,118,118,No gratitude from the wicked.,ingratitude,True,0.2846,4,0.0283
239,Stay focused on your goals.,wisdom,371,371,Slow and steady wins the race.,pride,False,0.2792,244,0.1911
20,One man's pleasure may be another's pain.,justice,617,617,Be careful what you wish for.,contentment,False,0.2785,3,0.0480
299,Those who try to deceive may expect to be paid in their own coin.,deception,223,223,Do not mock the gods.,deception,True,0.2756,3,0.0917
225,People who enter into contests with unworthy opponents lower their own reputation.,pride,123,123,There is strength in restraint.,pride,True,0.2745,2,0.0298
263,You should not treat bad people the same way that you treat good people.,wisdom,418,418,People who have been judged in the past can later on be in a position to judge their former teachers.,nature,False,0.2745,76,0.1137
119,We are made by our teachings in youth.,justice,613,613,Nature reveals itself.,nature,False,0.2725,31,0.1789
90,"Regardless of our wishes, or even our intent, it is to our Nature alone that we will be faithful.",trust,251,251,The penalty for speaking and for keeping silent is one and the same.,deception,False,0.2684,21,0.1907
57,He laughs best that laughs last.,fate,515,515,Do not ask for more than you deserve.,fate,True,0.2681,329,0.3242
498,He laughs best that laughs last.,wisdom,515,515,Do not ask for more than you deserve.,fate,False,0.2681,296,0.3188
266,Those who commit grave wrongs cannot escape justice.,fate,465,465,"Sometimes, those you support become your worst enemy.",justice,False,0.2667,4,0.0836
558,"Whatever happens, we must bear it with equanimity.",fate,523,523,It is easy to be brave when there is no danger.,fate,True,0.2657,469,0.2641
618,Degrading your opponents only diminishes your own victory.,pride,123,123,There is strength in restraint.,pride,True,0.2622,4,0.1237
